,start,end,technique,text,id,full_text,start_new,end_new
753,56,61,Loaded Language,غارقة,35706,وأضافت الصحيفة إن المنظمة التي تتخذ من لوبوك مقرا لها غارقة في الاستفسارات منذ شهور من الآباء الذين يبحثون عن خيارات أكثر أمانا لأطفالهم في أعقاب مذابح المدارس القاتلة هذا العام أولا في باركلاند ثم في سانتا في تكساس,54.0,59.0
754,88,91,Loaded Language,عنف,35708,قال كريستوفر تشين رئيس مدرسة لويزيانا المنزلية لصحيفة التايمز إن الآباء سئموا من العنف والتنمر والبيئات غير الآمنة,83.0,86.0
755,97,101,Loaded Language,تنمر,35708,قال كريستوفر تشين رئيس مدرسة لويزيانا المنزلية لصحيفة التايمز إن الآباء سئموا من العنف والتنمر والبيئات غير الآمنة,90.0,94.0
756,0,6,Loaded Language,الجنون,35709,الجنون تجاه الطلاب المتحولين جنسيا والحمامات غرف تبديل الملابس مما يسمح للطلاب بأخذ ركبتيهم أثناء عزف النشيد الوطني والمناهج اليسارية ورفض السماح للطلاب بارتداء قمصان تمدح أو تتميز بالعلم الأمريكي يقودون أيضا الآباء إلى التعليم المنزلي,0.0,6.0
757,154,158,Loaded Language,ثورة,35710,بينما يحتدم النقاش من جديد حول مواضيع مألوفة بعد مثل هذه المآسي قوانين أكثر صرامة وأكثر تقييدا لمراقبة الأسلحة وتعزيز الأمن في المدارس العامة كانت الثورة في التعليم المنزلي تحدث بهدوء خلف الكواليس وبعيدا عن شاشات الرادار لمعظم المنظمات السياسية,149.0,153.0
758,0,116,Black-and-white Fallacy/Dictatorship,لا توجد طريقة أفضل للحفاظ على تماسك الأسرة الكاثوليكية والالتزام بالترميم الكاثوليكي من المدرسة المنزلية الكاثوليكية,35711,لا توجد طريقة أفضل للحفاظ على تماسك الأسرة الكاثوليكية والالتزام بالترميم الكاثوليكي من المدرسة المنزلية الكاثوليكية,0.0,116.0
759,10,37,Name calling/Labeling,الهندسة الاجتماعية اليسارية,35712,هناك أيضا الهندسة الاجتماعية اليسارية,10.0,37.0
760,83,92,Flag-waving,مجتمعاتنا,35714,سيواصل مؤتمر رؤساء البلديات في الولايات المتحدة بذل كل ما في وسعنا للحفاظ على أمن مجتمعاتنا حتى يتمكن الأطفال والعائلات من العيش في مأمن من الخوف من التعرض لإطلاق النار,82.0,91.0
761,113,145,Slogans,قوانين العلم الأحمر تنقذ الأرواح,35715,قالت كارين فريمان ويلسون عمدة مدينة غاري بولاية إنديانا سياسات مثل التحقق من الخلفية في جميع مبيعات الأسلحة وقوانين العلم الأحمر تنقذ الأرواح,109.0,141.0
762,12,18,Flag-waving,قادتنا,35716,حان الوقت لقادتنا في واشنطن لاتباع نهج رؤساء البلديات في أمريكا ووضع السلامة العامة على أولويات,11.0,17.0
763,241,274,Doubt,ظهرت في شكل مخفف بشكل مخيب للآمال,35721,عند تحليل استنتاجات تقرير مكتب المفتش العام المرتقب بشدة من الواضح أن السيد هورويتز نفسه قرر سحب اللكمات أو أن النسخة النهائية التي تمت مراجعتها من قبل المستويات العليا في كل من مكتب التحقيقات الفيدرالي ووزارة العدل قبل إصدارها العلني ظهرت في شكل مخفف بشكل مخيب للآمال,235.0,268.0
764,258,274,Loaded Language,بشكل مخيب للآمال,35721,عند تحليل استنتاجات تقرير مكتب المفتش العام المرتقب بشدة من الواضح أن السيد هورويتز نفسه قرر سحب اللكمات أو أن النسخة النهائية التي تمت مراجعتها من قبل المستويات العليا في كل من مكتب التحقيقات الفيدرالي ووزارة العدل قبل إصدارها العلني ظهرت في شكل مخفف بشكل مخيب للآمال,252.0,268.0
765,147,157,Loaded Language,إهمال فادح,35722,انتقدت المسودة الأولية لبيان كومي الذي شاركه مع القيادة العليا لمكتب التحقيقات الفيدرالي في مايو تعامل كلينتون مع المعلومات السرية على أنها إهمال فادح لكنه خلص إلى أنه لا يوجد مدع عام معقول من شأنه أن يرفع قضية بناء على الحقائق التي تم تطويرها في التحقيق,140.0,150.0
766,103,117,Flag-waving,الشعب الأمريكي,35730,يلوم هورويتز كومي وسترزوك وبيج على تشويه سمعة مكتب التحقيقات الفيدرالي وإلحاق الضرر بسمعة الوكالات لدى الشعب الأمريكي,103.0,117.0
767,214,222,Loaded Language,غير مقنع,35732,سخر المفتش العام من أسباب المكتب لعدم التحرك بسرعة أكبر أن العملاء كانوا ينتظرون معلومات إضافية من نيويورك وأنهم لا يستطيعون التحرك دون أمر قضائي وأن المحققين كانوا أكثر تركيزا على قضية روسيا ووصفوها بأنها غير مقنعة غير منطقي ويتعارض مع تأكيدهم على أنهم لن يدخروا وسعا في التعامل مع كلينتون,206.0,214.0
768,229,238,Loaded Language,غير منطقي,35732,سخر المفتش العام من أسباب المكتب لعدم التحرك بسرعة أكبر أن العملاء كانوا ينتظرون معلومات إضافية من نيويورك وأنهم لا يستطيعون التحرك دون أمر قضائي وأن المحققين كانوا أكثر تركيزا على قضية روسيا ووصفوها بأنها غير مقنعة غير منطقي ويتعارض مع تأكيدهم على أنهم لن يدخروا وسعا في التعامل مع كلينتون,216.0,225.0
769,148,159,Loaded Language,سوء التعامل,35734,أعتقد أنه لم يكن قادرا على إثبات أن هناك أي دافع سياسي لمعالجة مكتب التحقيقات الفيدرالي لقضية البريد الإلكتروني لكلينتون وأعتقد أنه على الرغم من سوء التعامل مع القضية كان من الممكن أن تصل إلى النتيجة التي توصلت إليها بشرف,145.0,156.0
770,136,140,Loaded Language,مزعج,35738,انتقد المفتش العام بوزارة العدل يوم الخميس مدير مكتب التحقيقات الفيدرالي السابق جيمس ب ووجد التقرير أن مسؤولي المكتب أظهروا استعدادا مزعجا لاتخاذ إجراء رسمي للإضرار بفرص ترامب في أن يصبح رئيسا,133.0,137.0
771,41,45,Loaded Language,خمسة,35741,لكن لم يكن بيج وسترزوك فقط بل كان هناك خمسة محققين آخرين في قضية كلينتون أعربوا عن وجهات نظر سياسية صريحة لدعم كلينتون و أو ضد ترامب أثناء التحقيق,39.0,43.0
772,141,146,Loaded Language,أثناء,35741,لكن لم يكن بيج وسترزوك فقط بل كان هناك خمسة محققين آخرين في قضية كلينتون أعربوا عن وجهات نظر سياسية صريحة لدعم كلينتون و أو ضد ترامب أثناء التحقيق,133.0,138.0
773,52,55,Loaded Language,عنف,35753,لم تعد الوصايا جديرة بالثقة عندما يتعامل مع مسألة العنف في القرآن,52.0,55.0
774,0,65,Doubt,لم تعد الوصايا جديرة بالثقة عندما يتعامل مع مسألة العنف في القرآن,35753,لم تعد الوصايا جديرة بالثقة عندما يتعامل مع مسألة العنف في القرآن,0.0,65.0
775,83,118,Name calling/Labeling,اليساري الكاثوليكي البابا فرانسيس,35754,إن نظرة الوصايا الساذجة وغير الدقيقة والمضللة للقرآن بالطبع تتفق مع نظرة زميله اليساري الكاثوليكي البابا فرانسيس,79.0,112.0
776,28,43,Loaded Language,واجب قتل الكفار,35755,ماذا أخبرني كتاب الإسلام عن واجب قتل الكفار,28.0,43.0
777,33,43,Appeal to fear/prejudice,قتل الكفار,35755,ماذا أخبرني كتاب الإسلام عن واجب قتل الكفار,33.0,43.0
778,96,113,Loaded Language,التحريض والكراهية,35756,يبدو أن الوصايا مصممة على وضع أفضل وجه ممكن على القرآن الأمر الذي يتطلب منه تجاهل قدر كبير من التحريض والكراهية القرآنية,94.0,111.0
779,30,54,Exaggeration/Minimisation,أفضل وجه ممكن على القرآن,35756,يبدو أن الوصايا مصممة على وضع أفضل وجه ممكن على القرآن الأمر الذي يتطلب منه تجاهل قدر كبير من التحريض والكراهية القرآنية,30.0,54.0
780,116,146,Loaded Language,إن رحمة الله التي لا تنضب حقا,35758,يتصور هذا المقطع أن بعض الكفار يصبحون مسلمين ثم يبتعدون مرة أخرى وعندها يطلب من المسلمين قتلهم أينما وجدوهم إن رحمة الله التي لا تنضب حقا,108.0,137.0
781,27,151,Causal Oversimplification,السبب الوحيد لوجود اهتمام عام بالقرآن بين غير المسلمين هو البحث عن إجابة لسؤال ما إذا كان يبرر ويشجع الإرهاب الإسلامي أم لا,35760,خارج المتخصصين والباحثين السبب الوحيد لوجود اهتمام عام بالقرآن بين غير المسلمين هو البحث عن إجابة لسؤال ما إذا كان يبرر ويشجع الإرهاب الإسلامي أم لا,25.0,148.0
782,0,118,Causal Oversimplification,إنه ليس دقيقا من بعد لكنه يشعر بالارتياح وبالنسبة للمؤسسة الكاثوليكية واليسارية اليوم يبدو أن هذا هو كل ما يهم,35761,إنه ليس دقيقا من بعد لكنه يشعر بالارتياح وبالنسبة للمؤسسة الكاثوليكية واليسارية اليوم يبدو أن هذا هو كل ما يهم,0.0,110.0
783,0,100,Causal Oversimplification,للقضاء على هذه يجب على المسلمين شن حرب حتى لا يوجد شيء منها في العالم والدين الوحيد هو دين الله,35762,للقضاء على هذه يجب على المسلمين شن حرب حتى لا يوجد شيء منها في العالم والدين الوحيد هو دين الله,0.0,95.0
784,59,83,Appeal to fear/prejudice,حرب ضد اليهود والمسيحيين,35765,لم تذكر الوصايا أبدا القرآن الذي يأمر المسلمين بشن حرب ضد اليهود والمسيحيين وإخضاعهم تحت حكم الشريعة,51.0,75.0
785,82,112,Exaggeration/Minimisation,حرب غير محدودة ضد غير المسلمين,35768,إنه يتجاهل حقيقة أن بعض السلطات الإسلامية ترى أن هذا المقطع يدعو إلى ما لا يقل عن حرب غير محدودة ضد غير المسلمين,82.0,112.0
786,0,56,Black-and-white Fallacy/Dictatorship,الهجرة في سبيل الله هي ترك بيته والانضمام إلى المسلمين,35770,الهجرة في سبيل الله هي ترك بيته والانضمام إلى المسلمين,0.0,54.0
787,0,62,Doubt,الوصايا لا تذكر وجود مثل هذه التفسيرات حتى لو صرف النظر عنها,35771,الوصايا لا تذكر وجود مثل هذه التفسيرات حتى لو صرف النظر عنها,0.0,60.0
788,0,73,Doubt,يتضح مرارا وتكرارا أن قد تجاهلت المقاطع الرئيسية من أجل عرض قضيته,35773,يتضح مرارا وتكرارا أن قد تجاهلت المقاطع الرئيسية من أجل عرض قضيته,0.0,65.0
789,0,67,Doubt,ليس من المستغرب أن الوصايا لا تقدم أي اقتباس مني لدعم ادعائه الكاذب,35774,ليس من المستغرب أن الوصايا لا تقدم أي اقتباس مني لدعم ادعائه الكاذب,0.0,67.0
790,0,28,Doubt,الوصايا لا تعطي أي مصدر لذلك,35777,الوصايا لا تعطي أي مصدر لذلك يبدو أنه لا يأتي من غير جاري ويلز نفسه,0.0,28.0
791,56,59,Loaded Language,غبي,35783,هذا ليس له علاقة بالطب أو الصحة وبعيدا عن الأشخاص الأغبياء الذين يرشحون أنفسهم للكونجرس والذين يرشون أنفسهم برذاذ الفلفل ليخبروك كيف ستكون فعالة لحماية أطفالك من مجرم مسلح بمسدس هؤلاء الأشخاص لم يستخدموا كلمة وباء في خطبهم الخطابية على الرغم من أنهم يقولون إن العنف باستخدام الأسلحة النارية يمثل أزمة صحية عامة,53.0,56.0
792,45,61,Loaded Language,مذبحة عنف السلاح,35785,في غرف الطوارئ في جميع أنحاء البلاد أصبحت مذبحة عنف السلاح تجربة روتينية للغاية,42.0,58.0
793,35,64,Causal Oversimplification,لا يريدون عض اليد التي تطعمهم,35787,سأخبرك لماذا لا يتحدثون عن ذلك لا يريدون عض اليد التي تطعمهم بسيطة وبسيطة,31.0,60.0
794,0,29,Doubt,أين منشور مدونة بيرج حول ذلك,35790,أين منشور مدونة بيرج حول ذلك,0.0,28.0
795,0,46,Doubt,أين بيان ضد شركات الأدوية والحكومة الكبرى,35791,أين بيان ضد شركات الأدوية والحكومة الكبرى,0.0,41.0
796,28,32,Loaded Language,طائش,35792,يمكن استخدام تغريدة هايدن الطائشة بنفس السهولة لنزع الشرعية عن أي وكل جهات إنفاذ القانون,28.0,32.0
797,40,59,Appeal to fear/prejudice,لإنهاء الأمن القومي,35793,يتم استخدام الأطفال كدروع بشرية في حملة لإنهاء الأمن القومي إلى الأبد,40.0,59.0
798,60,69,Exaggeration/Minimisation,إلى الأبد,35793,يتم استخدام الأطفال كدروع بشرية في حملة لإنهاء الأمن القومي إلى الأبد,60.0,69.0
799,21,31,Loaded Language,دروع بشرية,35793,يتم استخدام الأطفال كدروع بشرية في حملة لإنهاء الأمن القومي إلى الأبد,21.0,31.0
800,139,150,Appeal to fear/prejudice,معسكر الموت,35794,كتب مايكل هايدن الرئيس السابق لوكالة المخابرات المركزية ووكالة الأمن القومي يوم السبت إلى جانب صورة بالأبيض والأسود لمعتقل بيركيناو ومعسكر الموت في بولندا لقد فصلت الحكومات الأخرى بين الأمهات والأطفال,133.0,144.0
801,16,19,Name calling/Labeling,وقح,35796,وفقط الصهاينة الوقحون هم من سيحاولون مساواة قتل اليهود بقتلهم,16.0,19.0
802,35,40,Appeal to fear/prejudice,إبادة,35798,اختيار اليهود على أساس العرق للإبادة هو أكثر من سبب أن مصطلح النازية ليس إيجابيا,31.0,36.0
803,0,38,Causal Oversimplification,الهجمات هنا مدفوعة بالرغبة في فتح حدود,35799,الهجمات هنا مدفوعة بالرغبة في فتح حدود,0.0,38.0
804,19,63,Name calling/Labeling,أنصار الشيطان الأكثر غدرا في كل ما يفعلونه,35801,خلقهم الله ليكونوا أنصار الشيطان الأكثر غدرا في كل ما يفعلونه الذين لا جدوى من مساعيهم في هذه الحياة السفلية على الرغم من أنهم هم أنفسهم يتخيلون أنهم يقومون بعمل جيد,19.0,61.0
805,34,63,Exaggeration/Minimisation,الأكثر غدرا في كل ما يفعلونه,35801,خلقهم الله ليكونوا أنصار الشيطان الأكثر غدرا في كل ما يفعلونه الذين لا جدوى من مساعيهم في هذه الحياة السفلية على الرغم من أنهم هم أنفسهم يتخيلون أنهم يقومون بعمل جيد,33.0,61.0
806,0,8,Loaded Language,بالتأكيد,35802,بالتأكيد,0.0,8.0
807,51,56,Loaded Language,إذلال,35804,ولا بد من انتزاعها منه مباشرة من أجل الحط من قدره وإذلاله حتى يعلو الإسلام وأهله ويهبط جنس الكفار,51.0,56.0
808,89,99,Name calling/Labeling,جنس الكفار,35804,ولا بد من انتزاعها منه مباشرة من أجل الحط من قدره وإذلاله حتى يعلو الإسلام وأهله ويهبط جنس الكفار,87.0,97.0
809,0,26,Loaded Language,ليس غير المسلمين إلا قذارة,35805,ليس غير المسلمين إلا قذارة,0.0,26.0
810,172,192,Name calling/Labeling,تهديد الجهاد العالمي,35806,الآن قرر فاراج على ما يبدو أنه إذا لم يستطع هزيمتهم فسوف ينضم إليهم إن لم يكن في خروج بريطانيا من الاتحاد الأوروبي فعندئذ في موقفهم من الإنكار والاسترضاء فيما يتعلق بتهديد الجهاد العالمي,166.0,186.0
811,93,99,Name calling/Labeling,الكفار,35807,ينصح محمد بنفس الشيء وفقا لتقليد الأطباء المسلمين لذلك سعى تيمور العظيم دائما إلى إبادة الكفار وبقدر ما يكتسب هذا المجد كما يبرز عظمة فتوحاته,88.0,94.0
812,87,99,Appeal to fear/prejudice,إبادة الكفار,35807,ينصح محمد بنفس الشيء وفقا لتقليد الأطباء المسلمين لذلك سعى تيمور العظيم دائما إلى إبادة الكفار وبقدر ما يكتسب هذا المجد كما يبرز عظمة فتوحاته,82.0,94.0
813,0,48,Doubt,أصبح نايجل فاراج مجرد سياسي آخر في مجال الاختراق,35808,أصبح نايجل فاراج مجرد سياسي آخر في مجال الاختراق,0.0,48.0
814,73,82,Name calling/Labeling,الجهاديون,35809,والتفسير الأكثر ترجيحا لبيانه هو أنه يقول إننا يجب ألا نتحدث عن كيف يجد الجهاديون مبررا لأفعالهم في القرآن والسنة لأن ذلك من شأنه أن ينفر المعتدلين,72.0,81.0
815,142,152,Name calling/Labeling,المعتدلين,35809,والتفسير الأكثر ترجيحا لبيانه هو أنه يقول إننا يجب ألا نتحدث عن كيف يجد الجهاديون مبررا لأفعالهم في القرآن والسنة لأن ذلك من شأنه أن ينفر المعتدلين,138.0,147.0
816,82,94,Name calling/Labeling,إرهاب الجهاد,35810,في حين أنه يشعر بقلق عميق من أن الشعب البريطاني لم يبدأ في التفكير في أن مقاومة الإرهاب الجهادي تعني أنهم في معركة مع دين الإسلام بأكمله يبدو أنه غير مدرك لحقيقة أن العديد من المسلمين عبر التاريخ اعتبروا دينهم بأكمله أن تكون في حالة حرب مع العالم غير الإسلامي بأسره,82.0,94.0
817,58,68,Name calling/Labeling,أهل الكتاب,35811,بعد الفتح جاء الذمة الوضع الخاضع الذي يفرضه القرآن على أهل الكتاب اليهود والمسيحيين في المقام الأول,55.0,65.0
818,221,231,Name calling/Labeling,مؤمن حقيقي,35812,الآن يعتبر الانحطاط السابق للكفار في هذا العالم قبل الحياة الآتية حيث هي نصيبهم عملا من أعمال التقوى وفرض ضريبة الرأس الجزية حتى يدفعوا الجزية من أيديهم ويضعفون القرآن هو واجب إلهي مسلم أو بتكليف مؤمن حقيقي بدفعها باسمه لن يتم التسامح معه,196.0,206.0
819,0,108,Appeal to fear/prejudice,لكن إذا لم نتحدث عن مثل هذه الحقائق فكيف سنقنع المسلمين على الإطلاق بعدم اتباع التفسيرات المتشددة للقرآن,35813,لكن إذا لم نتحدث عن مثل هذه الحقائق فكيف سنقنع المسلمين على الإطلاق بعدم اتباع التفسيرات المتشددة للقرآن,0.0,104.0
820,180,194,Exaggeration/Minimisation,كل ما في وسعهم,35816,ساعد السياسي البريطاني نايجل فراج ذات مرة في إقناع البريطانيين بالتصويت لصالح خروج بريطانيا من الاتحاد الأوروبي والانفصال عن الاتحاد الأوروبي لكن سياسيي المؤسسة البريطانية فعلوا كل ما في وسعهم لتخريب هذا التصويت منذ ذلك الحين,178.0,192.0
821,144,227,Doubt,لكن سياسيي المؤسسة البريطانية فعلوا كل ما في وسعهم لتخريب هذا التصويت منذ ذلك الحين,35816,ساعد السياسي البريطاني نايجل فراج ذات مرة في إقناع البريطانيين بالتصويت لصالح خروج بريطانيا من الاتحاد الأوروبي والانفصال عن الاتحاد الأوروبي لكن سياسيي المؤسسة البريطانية فعلوا كل ما في وسعهم لتخريب هذا التصويت منذ ذلك الحين,142.0,225.0
822,32,58,Exaggeration/Minimisation,معركة بيننا وبين الدين كله,35817,إن تحذيره من جعل مقاومة الجهاد معركة بيننا وبين الدين كله أمر غريب,31.0,57.0
823,49,73,Exaggeration/Minimisation,مع العالم الإسلامي بأسره,35818,لا يوجد شخص عاقل يقول إن على الغرب أن يخوض حربا مع العالم الإسلامي بأسره,48.0,72.0
824,0,73,Doubt,لا يوجد شخص عاقل يقول إن على الغرب أن يخوض حربا مع العالم الإسلامي بأسره,35818,لا يوجد شخص عاقل يقول إن على الغرب أن يخوض حربا مع العالم الإسلامي بأسره,0.0,72.0
825,90,102,Loaded Language,الظلم الجسيم,35821,الحكومة لديها التزامات دبلوماسية وأخلاقية واضحة لحماية المواطنين الأستراليين في الخارج من الظلم الجسيم في حالة جوليان من الخطأ الجسيم للعدالة والخطر الشديد الذي ينتظره في حالة خروجه من السفارة الإكوادورية في لندن دون حماية,90.0,102.0
826,88,112,Name calling/Labeling,أداة للاستخبارات الروسية,35827,وردا على ذلك شوهت كلينتون أسانج وهو مواطن أسترالي ووصفه بأنه من الواضح جدا أنه أداة للاستخبارات الروسية و انتهازي عدمي يقوم بأمر ديكتاتور,79.0,103.0
827,41,54,Flag-waving,مواطن أسترالي,35827,وردا على ذلك شوهت كلينتون أسانج وهو مواطن أسترالي ووصفه بأنه من الواضح جدا أنه أداة للاستخبارات الروسية و انتهازي عدمي يقوم بأمر ديكتاتور,36.0,49.0
828,108,128,Name calling/Labeling,أسانج هو عاهرة بوتين,35828,كما لو أن هذا لم يكن كافيا تابعت سالي نيغور المنتجة التنفيذية لفيرغسون المقابلة بإعادة تغريد شريرة أسانج هو عاهرة بوتين,99.0,119.0
829,6,21,Loaded Language,مطاردة الساحرات,35835,تضمنت مطاردة الساحرات أصواتا وصفت نفسها بأنها من اليسار ونسوية,6.0,21.0
830,19,36,Exaggeration/Minimisation,أسانج في خطر مميت,35837,هذا هو السبب في أن أسانج في خطر مميت,19.0,36.0
831,64,80,Loaded Language,اعتداء بلا هوادة,35839,وكتبوا أن هذا سيتحقق بتهديدات بالكشف و الملاحقة الجنائية والاعتداء بلا هوادة على السمعة,60.0,76.0
832,11,33,Name calling/Labeling,قوات الصدمة الخاصة بهم,35842,سيتم تجنيد قوات الصدمة الخاصة بهم في وسائل الإعلام أولئك الذين يهدفون إلى الحفاظ على السجل صحيحا وإخبارنا بالحقيقة,11.0,33.0
833,0,39,Doubt,مثل غزو العراق كان قائما على الأكاذيب,35844,مثل غزو العراق كان قائما على الأكاذيب,0.0,37.0
834,0,55,Doubt,لم تقدم أي دليل ولم يطلب منها لدعم مزاعمها الخطيرة,35848,لم تقدم أي دليل ولم يطلب منها لدعم مزاعمها الخطيرة,0.0,50.0
835,0,13,Exaggeration/Minimisation,كلنا نعرف ذلك,35850,كلنا نعرف ذلك,0.0,13.0
836,34,44,Name calling/Labeling,صحافة فيشي,35851,هناك العديد من الأمثلة الأخرى على صحافة فيشي,34.0,44.0
837,53,74,Name calling/Labeling,قائمة أهداف المطاردة,35858,وفقا لوثيقة أصدرها إدوارد سنودن فإن أسانج مدرج في قائمة أهداف المطاردة,50.0,70.0
838,126,142,Exaggeration/Minimisation,حرب لا نهاية لها,35861,يبدو الأمر كما لو أن الشاشة الأخلاقية أحادية الاتجاه قد تم دفعها إلى الوراء لفضح إمبريالية الديمقراطيات الليبرالية الالتزام بحرب لا نهاية لها وتقسيم وتدهور الحياة غير المستحقة من برج جرينفيل إلى غزة,125.0,141.0
839,61,98,Loaded Language,نسيج ضخم من الأكاذيب التي نتغذى عليها,35862,عندما قبل هارولد بنتر جائزة نوبل للآداب عام أشار إلى نسيج ضخم من الأكاذيب التي نتغذى عليها,53.0,90.0
840,20,69,Slogans,خذ البنادق أولا ثم الإجراءات القانونية الواجبة,35871,هذا هو شعار ترامب خذ البنادق أولا ثم الإجراءات القانونية الواجبة,18.0,64.0
841,87,93,Flag-waving,أمريكا,35872,قال جون فينبلات رئيس كلتاون رؤساء البلديات في الخطوط الأمامية لأزمة عنف السلاح في أمريكا لذا فليس من المستغرب أنهم يقودون الحملة لتمرير الفطرة السليمة وقوانين إنقاذ الحياة,82.0,88.0
842,180,184,Loaded Language,بقوة,35874,على سبيل المثال تكتب المنظمة دعما لحركة حيث يتمتع المؤتمر الأمريكي لرؤساء البلديات بتاريخ يمتد إلى عاما في تبني سياسات قوية بشكل رسمي والترويج لها بقوة للحد من عنف السلاح وكل ذلك يتوافق مع دعمه للثاني تعديل الدستور,147.0,151.0
843,8,14,Name calling/Labeling,عباقرة,35877,هؤلاء العباقرة أيضا يدعمون سن فحوصات شاملة للخلفية ويحظرون بيع مخزون النتوءات والأجهزة ذات الصلة ويمنع تسليح المدرسين في المدارس,8.0,14.0
844,309,366,Black-and-white Fallacy/Dictatorship,لن نقوم بوظائفنا كرؤساء بلديات إذا لم نركز على عنف السلاح,35878,سيواصل مؤتمر رؤساء البلديات في الولايات المتحدة بذل كل ما في وسعنا للحفاظ على أمن مجتمعاتنا حتى يتمكن الأطفال والعائلات من العيش في مأمن من الخوف من التعرض لإطلاق النار قالت رئيسة بلدية سانت لويس ليدا كريوسون إن القرارات الجديدة تظهر أن رؤساء البلديات سيقودون الطريق في حل أزمة العنف المسلح وقالت لن نقوم بوظائفنا كرؤساء بلديات إذا لم نركز على عنف السلاح وهي قضية تهدد السلامة العامة لكل مجتمع كبيره وصغيره,297.0,354.0
845,36,143,Black-and-white Fallacy/Dictatorship,يقر التعديل الثاني بالحق في الاحتفاظ بالأسلحة وحملها هو حق منحنا إياه خالقنا وليس إذنا نكتسبه من الحكومة,35880,الحقائق تدحض حججهم ولكن بعد ذلك يقر التعديل الثاني بالحق في الاحتفاظ بالأسلحة وحملها هو حق منحنا إياه خالقنا وليس إذنا نكتسبه من الحكومة,32.0,136.0
846,0,33,Doubt,وما نوع السياسات التي نتحدث عنها,35881,وما نوع السياسات التي نتحدث عنها,0.0,32.0
847,73,87,Loaded Language,الإهمال الجسيم,35882,سأل النائب كينج هورويتز عن أول لقاء له مع تبديل الإهمال الشديد من أجل الإهمال الجسيم والذي ينتهك قانونا جنائيا,70.0,84.0
848,4,29,Loaded Language,جيم كومي وجيم كومي وحدهما,35883,نرى جيم كومي وجيم كومي وحدهما يقرران سياسات وزارة العدل التي يجب اتباعها وأي سياسات يجب تجاهلها لتقرير ما إذا كانت هناك أدلة كافية لدعم كل عنصر من عناصر المخالفة ونرى جيم كومي وجيم كومي وحدهما يقرران ما إذا كان يجب إرسال خطاب للكونغرس في خضم انتخابات تلوح في الأفق,4.0,29.0
849,8,12,Loaded Language,مدمر,35884,في حوار مدمر مع هورويتز قال جودي إن الحكم المسبق على نتيجة التحقيق قبل أن ينتهي والحكم المسبق على نتيجة التحقيق قبل أن يبدأ هو تعريف كتابي للتحيز ردد الديمقراطيون استنتاج تقرير بأنه لم يكن هناك تحيز,8.0,12.0
850,66,87,Loaded Language,مؤامرة الدولة العميقة,35885,سيؤدي ذلك إلى عرض مثير على ولكن لن يحدث أي من هذا إذا نجحت مؤامرة الدولة العميقة ل إيقاف ترامب,59.0,80.0
851,126,142,Exaggeration/Minimisation,حرب لا نهاية لها,35887,يبدو الأمر كما لو أن الشاشة الأخلاقية أحادية الاتجاه قد تم دفعها إلى الوراء لفضح إمبريالية الديمقراطيات الليبرالية الالتزام بحرب لا نهاية لها عندما قبل هارولد بينتر جائزة نوبل للآداب في عام أشار إلى نسيج ضخم من الأكاذيب التي نتغذى عليها تساءل لماذا كانت الوحشية المنهجية والفظائع المنتشرة والقمع الوحشي للفكر المستقل من قبل الاتحاد السوفيتي معروفة جيدا في الغرب بينما جرائم الإمبريالية الأمريكية لم تحدث أبدا حتى أثناء حدوثها لم تحدث أبدا,125.0,141.0
852,212,249,Loaded Language,نسيج ضخم من الأكاذيب التي نتغذى عليها,35887,يبدو الأمر كما لو أن الشاشة الأخلاقية أحادية الاتجاه قد تم دفعها إلى الوراء لفضح إمبريالية الديمقراطيات الليبرالية الالتزام بحرب لا نهاية لها عندما قبل هارولد بينتر جائزة نوبل للآداب في عام أشار إلى نسيج ضخم من الأكاذيب التي نتغذى عليها تساءل لماذا كانت الوحشية المنهجية والفظائع المنتشرة والقمع الوحشي للفكر المستقل من قبل الاتحاد السوفيتي معروفة جيدا في الغرب بينما جرائم الإمبريالية الأمريكية لم تحدث أبدا حتى أثناء حدوثها لم تحدث أبدا,199.0,236.0
853,0,19,Slogans,تحيا السلطة الخامسة,35888,تحيا السلطة الخامسة,0.0,19.0
854,0,27,Name calling/Labeling,المركز الرابع في دعم الحياة,35890,المركز الرابع في دعم الحياة,0.0,27.0
855,41,53,Name calling/Labeling,محاكمة صورية,35893,في عام حكم عليه بالسجن المؤبد في محاكمة صورية أدت إلى إدانة عالمية,33.0,45.0
856,220,233,Loaded Language,تملق غير لائق,35894,ثم سأل مخاطبا حشدا كبيرا في ساحة القديس بطرس هل تريد كنيسة تظل صامتة عندما تتكلم كنيسة لا تدين قمع الضمير ولا تدافع عن الحرية العادلة للناس الناس الكنيسة التي تحبس نفسها داخل الجدران الأربعة لمعبدها في تملق غير لائق,202.0,215.0
857,0,34,Causal Oversimplification,كل ذلك لنشر الحقيقة غير المرحب بها,35897,كل ذلك لنشر الحقيقة غير المرحب بها,0.0,34.0
858,17,37,Name calling/Labeling,مهنة الصحافة النبيلة,35898,صمت ما كان يعتبر مهنة الصحافة النبيلة يصم الآذان,17.0,37.0
859,38,48,Loaded Language,يصم الآذان,35898,صمت ما كان يعتبر مهنة الصحافة النبيلة يصم الآذان,38.0,48.0
