id,technique,variation_num,original_text,augmented_text,words_replaced,replacement_ratio,is_taken,need_modify,modified_text,Unnamed: 7,id_taken,Unnamed: 10
1.4e+18,Loaded Language,4,دفع حياته ثمنا,دفع عيشه أجراً,2,66.70%,,,دفع عيشه أجراً,,,
1.39e+18,Name calling/Labeling,1,المقاومة الفلسطينية,المقاومة لبنانيّة,1,50.00%,,,المقاومة لبنانيّة,,,
1.39e+18,Name calling/Labeling,2,المقاومة الفلسطينية,الصمود فلسطينية,1,50.00%,,,الصمود فلسطينية,,,
1.39e+18,Name calling/Labeling,3,المقاومة الفلسطينية,المعارضة فلستينية,2,100.00%,,,المعارضة فلستينية,,,
1.39e+18,Name calling/Labeling,4,المقاومة الفلسطينية,الثبات فلستينية,2,100.00%,,,الثبات فلستينية,,,
1.39e+18,Name calling/Labeling,5,المقاومة الفلسطينية,المقاومة فلسطينية,1,50.00%,,,المقاومة فلسطينية,,,
1.39e+18,Loaded Language,1,اشتد عليه الجوع,تعمّق عليه جُرْعَة,2,66.70%,,,تعمّق عليه جُرْعَة,,,
1.39e+18,Loaded Language,2,اشتد عليه الجوع,ازداد عليه جوع,1,33.30%,,,ازداد عليه جوع,,,
1.39e+18,Loaded Language,3,اشتد عليه الجوع,تعمّق عليه ضَنْك,2,66.70%,,,تعمّق عليه ضَنْك,,,
1.39e+18,Loaded Language,4,اشتد عليه الجوع,اشتد عليه مَسْغَبَة,1,33.30%,,,اشتد عليه مَسْغَبَة,,,
1.4e+18,Name calling/Labeling,1,قبة إسرائيل الحديدية,قبة إسرائيل حازمة,1,33.30%,,,قبة إسرائيل حازمة,,,
1.4e+18,Name calling/Labeling,2,قبة إسرائيل الحديدية,قُبَّة يَهُود صرْد,3,100.00%,,,قُبَّة يَهُود صرْد,,,
1.4e+18,Name calling/Labeling,3,قبة إسرائيل الحديدية,قُبَّة إسرائيل حازمة,2,66.70%,,,قُبَّة إسرائيل حازمة,,,
1.4e+18,Name calling/Labeling,4,قبة إسرائيل الحديدية,جَوْزَاء قَبَائِلُ إِسْرَائِيلِيَّةُ حديدية,2,50.00%,,,جَوْزَاء قَبَائِلُ إِسْرَائِيلِيَّةُ حديدية,,,
1.4e+18,Doubt,1,يدعو للتساؤل ما مدى فعاليتها أمام هجوم متطور,يُقَارِح استقصاء ما أجل مخرجاتها أمام تدافع متطور,5,62.50%,1.0,1.0,يرغب بالاستفسار عن ما مدى قوتها أمام اقتحام كبير,,,
1.4e+18,Doubt,2,يدعو للتساؤل ما مدى فعاليتها أمام هجوم متطور,يدعو استكشاف ما مهلة فعاليتها أمام هجوم متطور,2,25.00%,1.0,1.0,يدعو استكشاف ما تأثير فعاليتها أمام هجوم متطور,,,
1.4e+18,Doubt,3,يدعو للتساؤل ما مدى فعاليتها أمام هجوم متطور,يَرْغَب استيضاح ما سعة عمليتها أمام اقتحام محدث,6,75.00%,1.0,0.0,يَرْغَب استيضاح ما سعة عمليتها أمام اقتحام محدث,,,
1.4e+18,Doubt,4,يدعو للتساؤل ما مدى فعاليتها أمام هجوم متطور,يَرْغَب استعلام ما مدى نتائجها أمام هجوم مبتكر,4,50.00%,1.0,0.0,يَرْغَب استعلام ما مدى نتائجها أمام هجوم مبتكر,,,
1.4e+18,Loaded Language,1,تهاوي,تصدع,1,100.00%,,,تصدع,,,
1.4e+18,Loaded Language,2,تهاوي,انهدام,1,100.00%,,,انهدام,,,
1.4e+18,Loaded Language,3,تهاوي,انحطام,1,100.00%,,,انحطام,,,
1.4e+18,Loaded Language,4,تهاوي,انفراط,1,100.00%,,,انفراط,,,
1.4e+18,Loaded Language,5,تهاوي,تداعي,1,100.00%,,,تداعي,,,
1.4e+18,Name calling/Labeling,1,المقاومة,الصدّ,1,100.00%,,,الصدّ,,,
1.4e+18,Name calling/Labeling,2,المقاومة,المناعة,1,100.00%,,,المناعة,,,
1.4e+18,Name calling/Labeling,3,المقاومة,الثبات,1,100.00%,,,الثبات,,,
1.4e+18,Name calling/Labeling,4,المقاومة,المعارضة,1,100.00%,,,المعارضة,,,
1.4e+18,Name calling/Labeling,5,المقاومة,المدافعة,1,100.00%,,,المدافعة,,,
1.4e+18,Name calling/Labeling,6,المقاومة,المواجهة,1,100.00%,,,المواجهة,,,
1.4e+18,Loaded Language,1,العنف,الفظاظة,1,100.00%,,,الفظاظة,,,
1.4e+18,Loaded Language,2,العنف,القسوة,1,100.00%,,,القسوة,,,
1.4e+18,Loaded Language,3,العنف,الشدة,1,100.00%,,,الشدة,,,
1.4e+18,Loaded Language,4,العنف,الغلظة,1,100.00%,,,الغلظة,,,
1.4e+18,Loaded Language,5,العنف,الضراوت,1,100.00%,,,الضراوت,,,
1.4e+18,Loaded Language,1,الإرهاب,القسوة,1,100.00%,,,القسوة,,,
1.4e+18,Loaded Language,2,الإرهاب,العُنف,1,100.00%,,,العُنف,,,
1.4e+18,Loaded Language,3,الإرهاب,الرجفة,1,100.00%,,,الرجفة,,,
1.4e+18,Loaded Language,4,الإرهاب,الوحشية,1,100.00%,,,الوحشية,,,
1.4e+18,Loaded Language,5,الإرهاب,الفزع,1,100.00%,,,الفزع,,,
1.4e+18,Loaded Language,1,التحريض,الاستنهاض,1,100.00%,,,الاستنهاض,,,
1.4e+18,Loaded Language,2,التحريض,التأجيج,1,100.00%,,,التأجيج,,,
1.4e+18,Loaded Language,3,التحريض,التوعية,1,100.00%,,,التوعية,,,
1.4e+18,Loaded Language,4,التحريض,التنبيه,1,100.00%,,,التنبيه,,,
1.4e+18,Loaded Language,5,التحريض,الاستحثاث,1,100.00%,,,الاستحثاث,,,
1.39e+18,Loaded Language,1,الخوف,الهلع,1,100.00%,,,الهلع,,,
1.39e+18,Loaded Language,2,الخوف,الخشية,1,100.00%,,,الخشية,,,
1.39e+18,Loaded Language,1,موجة العنف,نَزْوَةٌ هيجان,2,100.00%,,,نَزْوَةٌ هيجان,,,
1.39e+18,Loaded Language,2,موجة العنف,فَوْرَةٌ ضراوت,2,100.00%,,,فَوْرَةٌ ضراوت,,,
1.39e+18,Loaded Language,3,موجة العنف,موجة قساوة,1,50.00%,,,موجة قساوة,,,
1.39e+18,Loaded Language,4,موجة العنف,زَخَرٌ ضراوت,2,100.00%,,,زَخَرٌ ضراوت,,,
8.71e+17,Name calling/Labeling,1,موقوفي «أحداث الدراز»,موقوفي حوادث دراز,1,33.30%,,,موقوفي حوادث دراز,,,
8.71e+17,Name calling/Labeling,2,موقوفي «أحداث الدراز»,موقوفي شؤون مُسْتَطِيلَة,2,66.70%,,,موقوفي شؤون مُسْتَطِيلَة,,,
8.71e+17,Name calling/Labeling,3,موقوفي «أحداث الدراز»,مُنتظر مناسبات دراز,2,66.70%,,,مُنتظر مناسبات دراز,,,
8.71e+17,Name calling/Labeling,4,موقوفي «أحداث الدراز»,معلّق حوادث سَّنَة,3,100.00%,,,معلّق حوادث سَّنَة,,,
8.71e+17,Name calling/Labeling,5,موقوفي «أحداث الدراز»,معلّق وقائع مُتَطَاوِفَة,3,100.00%,,,معلّق وقائع مُتَطَاوِفَة,,,
1.24e+18,Loaded Language,1,مفاجئة,بغتة,1,100.00%,,,بغتة,,,
1.24e+18,Loaded Language,2,مفاجئة,عَبْرَة,1,100.00%,,,عَبْرَة,,,
1.24e+18,Loaded Language,3,مفاجئة,زَائِرَة,1,100.00%,,,زَائِرَة,,,
1.24e+18,Loaded Language,4,مفاجئة,فجأة,1,100.00%,,,فجأة,,,
1.24e+18,Loaded Language,5,مفاجئة,خَاطِفَة,1,100.00%,,,خَاطِفَة,,,
1.24e+18,Loaded Language,6,مفاجئة,مُستَجَدَّة,1,100.00%,,,مُستَجَدَّة,,,
1.4e+18,Loaded Language,1,أطاح,قَضَى,1,100.00%,,,قَضَى,,,
1.4e+18,Loaded Language,2,أطاح,صَرَعَ,1,100.00%,,,صَرَعَ,,,
1.4e+18,Loaded Language,3,أطاح,هَدَمَ,1,100.00%,,,هَدَمَ,,,
1.4e+18,Loaded Language,4,أطاح,أسقَطَ,1,100.00%,,,أسقَطَ,,,
1.4e+18,Loaded Language,5,أطاح,حَطَّمَ,1,100.00%,,,حَطَّمَ,,,
1.37e+18,Name calling/Labeling,1,أطفال الأمل,صِبْيَان توقع,2,100.00%,,,صِبْيَان توقع,,,
1.37e+18,Name calling/Labeling,2,أطفال الأمل,نشء تطلع,2,100.00%,,,نشء تطلع,,,
1.37e+18,Name calling/Labeling,3,أطفال الأمل,حُدَّثاء توقع,2,100.00%,,,حُدَّثاء توقع,,,
1.37e+18,Name calling/Labeling,4,أطفال الأمل,غِلْمَان اشتياق,2,100.00%,,,غِلْمَان اشتياق,,,
1.37e+18,Name calling/Labeling,5,أطفال الأمل,قُصَّر رجاء,2,100.00%,,,قُصَّر رجاء,,,
1.36e+18,Loaded Language,1,قلب الإعصار,قلب هُوج,1,50.00%,,,قلب هُوج,,,
1.36e+18,Loaded Language,2,قلب الإعصار,قلب ريحٌ عاتية,1,33.30%,,,قلب ريحٌ عاتية,,,
1.36e+18,Loaded Language,3,قلب الإعصار,لب صَرْصَرَة,2,100.00%,,,لب صَرْصَرَة,,,
1.36e+18,Loaded Language,4,قلب الإعصار,لب هِرَقْلة,2,100.00%,,,لب هِرَقْلة,,,
1.36e+18,Loaded Language,5,قلب الإعصار,قلب دوامة,1,50.00%,,,قلب دوامة,,,
1.36e+18,Loaded Language,6,قلب الإعصار,قلب زَعْزَع,1,50.00%,,,قلب زَعْزَع,,,
1.39e+18,Loaded Language,1,وتفوق هائل,ريادة هائل,1,50.00%,1.0,0.0,ريادة هائلة,,,
1.39e+18,Loaded Language,2,وتفوق هائل,تفوق هائلٌ جداً,2,66.70%,1.0,1.0,نجاح عظيم,,,
1.39e+18,Loaded Language,3,وتفوق هائل,تفوقّ ضخيم,2,100.00%,1.0,0.0,تفوقّ ضخيم,,,
1.39e+18,Loaded Language,4,وتفوق هائل,امتياز مُنْبَهِر,2,100.00%,1.0,1.0,سبق هائل,,,
1.39e+18,Loaded Language,3,وتفوق هائل,تفوقّ ضخيم,2,100.00%,1.0,1.0,غلب عظيم,,,
1.39e+18,Loaded Language,4,وتفوق هائل,امتياز مُنْبَهِر,2,100.00%,1.0,1.0,امتياز مُنْبَهِر,,,
1.39e+18,Glittering generalities (Virtue),1,"وصافة وتفوق هائل لـ""أرامكو #السعودية"".. هنا ""ترتيب أكبر شركات العالم ربحية""",وصافة وتفوق هائل لـ بترومين سعودية هنا ترتيبة أشد شركات وجود مَغْنَم,5,41.70%,1.0,1.0,"وصافة وريادة هائلة لـ""أرامكو #السعودية"".. هنا ""ترتيب أعظم شركات العالم ربحية""",,,
1.39e+18,Glittering generalities (Virtue),2,"وصافة وتفوق هائل لـ""أرامكو #السعودية"".. هنا ""ترتيب أكبر شركات العالم ربحية""",وصافة تجاوز رهيب لـ نفطيةقابضة مملكة هنا ترتيب أعلا شركات عالم ربحية: رِجْحَة,6,46.20%,1.0,1.0,"وصافة ونجاح عظيم لـ""أرامكو #السعودية"".. هنا ""ترتيب أضخم مؤسسات الدنيا ربحية""",,,
1.39e+18,Glittering generalities (Virtue),3,"وصافة وتفوق هائل لـ""أرامكو #السعودية"".. هنا ""ترتيب أكبر شركات العالم ربحية""",ظهور وتفوق جليل لـ طاقةقوي أرض قداسة هنا ترتيب أضخم شراكات كون فسيح مَغْنَم,8,57.10%,1.0,1.0,"وصافة وغلب عظيم لـ""أرامكو #السعودية"".. هنا ""ترتيب أقدر اتحادات وجود نَفْع""",,,
1.39e+18,Glittering generalities (Virtue),4,"وصافة وتفوق هائل لـ""أرامكو #السعودية"".. هنا ""ترتيب أكبر شركات العالم ربحية""",وصافة وتفوق رهيب لـ شركتنفط مملكة هنا نظام أضخم مؤسسية شهيد ربحية: رِجْحَة,8,61.50%,1.0,1.0,"وصافة وتفوق ضخيم لـ""أرامكو #السعودية"".. هنا ""ترتيب أعظم مؤسسات العالم ربحية""",,,
1.39e+18,Glittering generalities (Virtue),3,"وصافة وتفوق هائل لـ""أرامكو #السعودية"".. هنا ""ترتيب أكبر شركات العالم ربحية""",ظهور وتفوق جليل لـ طاقةقوي أرض قداسة هنا ترتيب أضخم شراكات كون فسيح مَغْنَم,8,57.10%,1.0,1.0,"وصافة وامتياز مُنْبَهِر لـ""أرامكو #السعودية"".. هنا ""ترتيب أقدر اتحادات وجود نَفْع""",,,
1.39e+18,Glittering generalities (Virtue),4,"وصافة وتفوق هائل لـ""أرامكو #السعودية"".. هنا ""ترتيب أكبر شركات العالم ربحية""",وصافة وتفوق رهيب لـ شركتنفط مملكة هنا نظام أضخم مؤسسية شهيد ربحية: رِجْحَة,8,61.50%,1.0,1.0,"وصافة وسبق هائل لـ""أرامكو #السعودية"".. هنا ""ترتيب أعظم مؤسسات العالم ربحية""",,,
1.3e+18,Loaded Language,1,لإغاثة,مدد,1,100.00%,,,مدد,,,
1.3e+18,Loaded Language,2,لإغاثة,إنقاذ,1,100.00%,,,إنقاذ,,,
1.3e+18,Loaded Language,3,لإغاثة,مؤازرة,1,100.00%,,,مؤازرة,,,
1.3e+18,Loaded Language,4,لإغاثة,نجدة,1,100.00%,,,نجدة,,,
1.3e+18,Loaded Language,5,لإغاثة,إعانة,1,100.00%,,,إعانة,,,
1.4e+18,Loaded Language,1,تحبس أنفاسها,أوقفت نَفَسها,2,100.00%,,,أوقفت نَفَسها,,,
1.4e+18,Loaded Language,2,تحبس أنفاسها,حجرت نَفَسها,2,100.00%,,,حجرت نَفَسها,,,
1.4e+18,Loaded Language,3,تحبس أنفاسها,حبّقت أنفاسها,1,50.00%,,,حبّقت أنفاسها,,,
1.4e+18,Loaded Language,4,تحبس أنفاسها,تحبس نَسماتُها,1,50.00%,,,تحبس نَسماتُها,,,
1.39e+18,Slogans,1,#القدس_ينتفض,الـمـدينة ـمـُـقـدَّسـة يتمرّد,2,66.70%,1.0,1.0,#القدس_يقاوم,,,
1.39e+18,Slogans,2,#القدس_ينتفض,بـيـتـانـيـا ينتفض,1,50.00%,1.0,1.0,#القدس_يثور,,,
1.39e+18,Slogans,3,#القدس_ينتفض,الـمـدينة ـمـُـقـدَّسـة يتزعزع,2,66.70%,1.0,1.0,#القدس_يتحرك,,,
1.39e+18,Slogans,4,#القدس_ينتفض,سـيـنـاء يتحرك,2,100.00%,1.0,1.0,#القدس_يحارب,,,
1.39e+18,Slogans,5,#القدس_ينتفض,الـمـدينة ـمـُـقـدَّسـة ينتفض,1,33.30%,1.0,1.0,#المدينة المقدسة_تنتفض,,,
1.39e+18,Slogans,6,#القدس_ينتفض,الـمـدينة ـمـُـقـدَّسـة يتحرك,2,66.70%,1.0,1.0,#المدينة المقدسة_تثور,,,
1.39e+18,Slogans,1,#الأقصى_ينتفض,نهاية شيء يهتز,2,66.70%,1.0,1.0,#الأقصى_ينتفض,,,
1.39e+18,Slogans,2,#الأقصى_ينتفض,أقصى مدة يتأجج,2,66.70%,1.0,1.0,#الأقصى_يناضل,,,
1.39e+18,Slogans,3,#الأقصى_ينتفض,الأقصى يضطرب,1,50.00%,1.0,1.0,#الأقصى_يثور,,,
1.39e+18,Slogans,4,#الأقصى_ينتفض,الأبعدي ينتفض,1,50.00%,1.0,1.0,#المدينة_تقاوم,,,
1.39e+18,Slogans,1,#عمانيون_مع_القدس,الأبْناء مع قدس,1,33.30%,1.0,1.0,#مصريون_مع_القدس,,,
1.39e+18,Slogans,2,#عمانيون_مع_القدس,الأبْناء مع بـارُك,2,66.70%,1.0,1.0,#سعوديون_مع_القدس,,,
1.39e+18,Slogans,3,#عمانيون_مع_القدس,السَّبَئيّون مع بـلـدُ ـحـرم,2,50.00%,1.0,1.0,#اردنيون_مع_القدس,,,
1.39e+18,Slogans,4,#عمانيون_مع_القدس,السُّكّان أصليّون مع ـمـُـشـرفـة,2,50.00%,1.0,1.0,#جزائريون_مع_القدس,,,
1.39e+18,Slogans,5,#عمانيون_مع_القدس,السَّبَئيّون مع ـمـدِيـنـةُ ـمـُـقـدَّسـة,2,50.00%,1.0,1.0,#يمنيون_مع_القدس,,,
1.39e+18,Slogans,6,#عمانيون_مع_القدس,العَقَداء مع بـلـدُ ـحـرم,2,50.00%,1.0,1.0,#عراقيون_مع_القدس,,,
1.4e+18,Name calling/Labeling,1,الشراكة الاقتصادية,الشراكة مُدَبّرة حكيمة,1,33.30%,,,الشراكة مُدَبّرة حكيمة,,,
1.4e+18,Name calling/Labeling,2,الشراكة الاقتصادية,الزمالة اقتصادية,1,50.00%,,,الزمالة اقتصادية,,,
1.4e+18,Name calling/Labeling,3,الشراكة الاقتصادية,الزمالة مُقتصدة جدا,2,66.70%,,,الزمالة مُقتصدة جدا,,,
1.4e+18,Name calling/Labeling,4,الشراكة الاقتصادية,المصاحبة اقتصادية,1,50.00%,,,المصاحبة اقتصادية,,,
1.4e+18,Name calling/Labeling,5,الشراكة الاقتصادية,المشاركة اقتصادية,1,50.00%,,,المشاركة اقتصادية,,,
1.39e+18,Loaded Language,1, قصف,أبيد,1,100.00%,1.0,1.0,الإبادة,,,
1.39e+18,Loaded Language,2, قصف,دك,1,100.00%,1.0,1.0,الدك,,,
1.39e+18,Loaded Language,3, قصف,رجم,1,100.00%,1.0,1.0,الرجم,,,
1.39e+18,Loaded Language,4, قصف,اجتاح,1,100.00%,1.0,1.0,الإغارة,,,
1.39e+18,Loaded Language,4, قصف,اجتاح,1,100.00%,1.0,1.0,القمع,,,
1.39e+18,Slogans,1,#غزة_تحت_القصف,عزيمة تحت قصف,1,33.30%,1.0,1.0,غزة تحت الدك,,,
1.39e+18,Slogans,2,#غزة_تحت_القصف,غزة تحت إغارة,1,33.30%,1.0,1.0,غزة تحت الإغارة,,,
1.39e+18,Slogans,3,#غزة_تحت_القصف,غزة تحت قَمع,1,33.30%,1.0,1.0,غزة تحت القَمع,,,
1.39e+18,Slogans,4,#غزة_تحت_القصف,غزة تحت إبادة,1,33.30%,1.0,1.0,غزة تحت الإبادة,,,
1.39e+18,Slogans,5,#غزة_تحت_القصف,عزيمة تحت تَّهديم,2,66.70%,1.0,1.0,عزيمة تحت الرجم,,,
1.39e+18,Loaded Language,1,داوي,رتّب,1,100.00%,,,رتّب,,,
1.39e+18,Loaded Language,2,داوي,أصلح,1,100.00%,,,أصلح,,,
1.39e+18,Loaded Language,3,داوي,شفِي,1,100.00%,,,شفِي,,,
1.39e+18,Loaded Language,4,داوي,عالَج,1,100.00%,,,عالَج,,,
1.4e+18,Name calling/Labeling,1,شهداء,قُعُود,1,100.00%,,,قُعُود,,,
1.4e+18,Name calling/Labeling,2,شهداء,فُقَراء,1,100.00%,,,فُقَراء,,,
1.4e+18,Name calling/Labeling,3,شهداء,زُهَداء,1,100.00%,,,زُهَداء,,,
1.4e+18,Name calling/Labeling,4,شهداء,مُبَارَزُون,1,100.00%,,,مُبَارَزُون,,,
1.4e+18,Name calling/Labeling,5,شهداء,مُجَاهِدُون,1,100.00%,,,مُجَاهِدُون,,,
1.4e+18,Name calling/Labeling,1,الاحتلال,التملك,1,100.00%,,,التملك,,,
1.4e+18,Name calling/Labeling,2,الاحتلال,الاستيلاء,1,100.00%,,,الاستيلاء,,,
1.4e+18,Name calling/Labeling,3,الاحتلال,السيطرة,1,100.00%,,,السيطرة,,,
1.4e+18,Name calling/Labeling,4,الاحتلال,الاستحواذ,1,100.00%,,,الاستحواذ,,,
1.4e+18,Name calling/Labeling,5,الاحتلال,الاجتياح,1,100.00%,,,الاجتياح,,,
1.4e+18,Loaded Language,1, يقصف,يقصف: يَبتر,1,50.00%,,,يقصف: يَبتر,,,
1.4e+18,Loaded Language,2, يقصف,يَحطم,1,100.00%,,,يَحطم,,,
1.4e+18,Loaded Language,3, يقصف,يَخرس,1,100.00%,,,يَخرس,,,
1.4e+18,Loaded Language,4, يقصف,يَكسر,1,100.00%,,,يَكسر,,,
1.4e+18,Loaded Language,5, يقصف,يُدمّر,1,100.00%,,,يُدمّر,,,
1.25e+18,Loaded Language,1,يثير الحزن,يُنَبِّهُ هم,2,100.00%,,,يُنَبِّهُ هم,,,
1.25e+18,Loaded Language,2,يثير الحزن,يُبَعْثِرُ حزن,1,50.00%,,,يُبَعْثِرُ حزن,,,
1.25e+18,Loaded Language,3,يثير الحزن,يُنَبِّهُ حزن,1,50.00%,,,يُنَبِّهُ حزن,,,
1.25e+18,Loaded Language,4,يثير الحزن,يُنْشِطُ حزن,1,50.00%,,,يُنْشِطُ حزن,,,
1.25e+18,Loaded Language,5,يثير الحزن,يُغَيِّرُ يأس,2,100.00%,,,يُغَيِّرُ يأس,,,
1.39e+18,Loaded Language,1,حدادا,غمّا,1,100.00%,,,غمّا,,,
1.39e+18,Loaded Language,2,حدادا,ألمًا,1,100.00%,,,ألمًا,,,
1.39e+18,Loaded Language,3,حدادا,يأسا,1,100.00%,,,يأسا,,,
1.39e+18,Loaded Language,4,حدادا,لوعة,1,100.00%,,,لوعة,,,
1.39e+18,Name calling/Labeling,1,ضحايا,هَالِكُون,1,100.00%,,,هَالِكُون,,,
1.39e+18,Name calling/Labeling,2,ضحايا,مَذْبُوحُون,1,100.00%,,,مَذْبُوحُون,,,
1.39e+18,Name calling/Labeling,3,ضحايا,جَرْحى,1,100.00%,,,جَرْحى,,,
1.39e+18,Name calling/Labeling,4,ضحايا,مَسْفُوحُو دِّمَاءِ,1,50.00%,,,مَسْفُوحُو دِّمَاءِ,,,
1.39e+18,Name calling/Labeling,5,ضحايا,قَتْلى,1,100.00%,,,قَتْلى,,,
1.39e+18,Name calling/Labeling,6,ضحايا,ضَوَاعٍ,1,100.00%,,,ضَوَاعٍ,,,
1.39e+18,Loaded Language,1,ضحايا,مَفْقودون,1,100.00%,,,مَفْقودون,,,
1.39e+18,Loaded Language,2,ضحايا,خَسائر,1,100.00%,,,خَسائر,,,
1.39e+18,Loaded Language,3,ضحايا,مَسْحُوقون,1,100.00%,,,مَسْحُوقون,,,
1.39e+18,Loaded Language,4,ضحايا,مَذْبُوحون,1,100.00%,,,مَذْبُوحون,,,
1.39e+18,Loaded Language,5,ضحايا,مُهْزَمُون,1,100.00%,,,مُهْزَمُون,,,
1.39e+18,Loaded Language,6,ضحايا,مَقْتُولون,1,100.00%,,,مَقْتُولون,,,
1.4e+18,Loaded Language,1,احتجاجاً,تظلما,1,100.00%,,,تظلما,,,
1.4e+18,Loaded Language,2,احتجاجاً,تذمرًا,1,100.00%,,,تذمرًا,,,
1.4e+18,Loaded Language,3,احتجاجاً,تذمرا,1,100.00%,,,تذمرا,,,
1.4e+18,Loaded Language,4,احتجاجاً,تململا,1,100.00%,,,تململا,,,
1.4e+18,Loaded Language,5,احتجاجاً,شكوى,1,100.00%,,,شكوى,,,
1.4e+18,Loaded Language,6,احتجاجاً,اعتراضا,1,100.00%,,,اعتراضا,,,
1.4e+18,Name calling/Labeling,1,للاحتلال,الغزو,1,100.00%,,,الغزو,,,
1.4e+18,Name calling/Labeling,2,للاحتلال,السيطرة,1,100.00%,,,السيطرة,,,
1.4e+18,Name calling/Labeling,3,للاحتلال,الضم,1,100.00%,,,الضم,,,
1.4e+18,Name calling/Labeling,4,للاحتلال,الاستحواذ,1,100.00%,,,الاستحواذ,,,
1.4e+18,Slogans,1,#غزة_تحت_القصف,حصينة تحت قصف,1,33.30%,1.0,1.0,نابلس تحت القصف,,,
1.4e+18,Slogans,2,#غزة_تحت_القصف,مرصدة تحت قصف,1,33.30%,1.0,1.0,جباليا تحت الإغارة,,,
1.4e+18,Slogans,3,#غزة_تحت_القصف,حصينة تحت إغارة,2,66.70%,1.0,1.0,خانبونس تحت الإغارة,,,
1.4e+18,Slogans,4,#غزة_تحت_القصف,حامية تحت قصف,1,33.30%,1.0,1.0,رفح تحت النار,,,
1.29e+18,Loaded Language,1,مخاطر,أَوْهَامُ,1,100.00%,,,أَوْهَامُ,,,
1.29e+18,Loaded Language,2,مخاطر,مَغَامِرَاتٌ,1,100.00%,,,مَغَامِرَاتٌ,,,
1.29e+18,Loaded Language,3,مخاطر,مَخَافٍ,1,100.00%,,,مَخَافٍ,,,
1.29e+18,Loaded Language,4,مخاطر,مَحَاذِيرُ,1,100.00%,,,مَحَاذِيرُ,,,
1.4e+18,Loaded Language,1,متدهور,تراجع,1,100.00%,,,تراجع,,,
1.4e+18,Loaded Language,2,متدهور,انحطاط,1,100.00%,,,انحطاط,,,
1.4e+18,Loaded Language,3,متدهور,تدهس,1,100.00%,,,تدهس,,,
1.4e+18,Loaded Language,4,متدهور,انحلال,1,100.00%,,,انحلال,,,
1.4e+18,Loaded Language,5,متدهور,اضمحلال,1,100.00%,,,اضمحلال,,,
1.4e+18,Loaded Language,1,تحديات كبيرة,تحديات ضخامة,1,50.00%,,,تحديات ضخامة,,,
1.4e+18,Loaded Language,2,تحديات كبيرة,معضلات كبيرة,1,50.00%,,,معضلات كبيرة,,,
1.4e+18,Loaded Language,3,تحديات كبيرة,حِقب كبيرة,1,50.00%,,,حِقب كبيرة,,,
1.4e+18,Loaded Language,4,تحديات كبيرة,عقبات كبيرة,1,50.00%,,,عقبات كبيرة,,,
1.4e+18,Loaded Language,5,تحديات كبيرة,تحديات عظيمة,1,50.00%,,,تحديات عظيمة,,,
1.4e+18,Loaded Language,6,تحديات كبيرة,صعوبات عظيمة,2,100.00%,,,صعوبات عظيمة,,,
1.38e+18,Loaded Language,1, الوباء,الرجس,1,100.00%,,,الرجس,,,
1.38e+18,Loaded Language,2, الوباء,الفناء,1,100.00%,,,الفناء,,,
1.38e+18,Loaded Language,3, الوباء,الدَمَار,1,100.00%,,,الدَمَار,,,
1.38e+18,Loaded Language,4, الوباء,الوباءُ عُيَيني,1,50.00%,,,الوباءُ عُيَيني,,,
1.39e+18,Loaded Language,1,ضخمة,عظيمة,1,100.00%,,,عظيمة,,,
1.39e+18,Loaded Language,2,ضخمة,ضخامة,1,100.00%,,,ضخامة,,,
1.39e+18,Loaded Language,3,ضخمة,هائلة حجم,1,50.00%,,,هائلة حجم,,,
1.39e+18,Loaded Language,4,ضخمة,جبارة,1,100.00%,,,جبارة,,,
1.39e+18,Loaded Language,1,بـعدوان,ضراوتا,1,100.00%,,,ضراوتا,,,
1.39e+18,Loaded Language,2,بـعدوان,قسوة,1,100.00%,,,قسوة,,,
1.39e+18,Loaded Language,3,بـعدوان,شرّ,1,100.00%,,,شرّ,,,
1.39e+18,Loaded Language,4,بـعدوان,عدوانية,1,100.00%,,,عدوانية,,,
1.39e+18,Loaded Language,5,بـعدوان,ضراوة,1,100.00%,,,ضراوة,,,
1.39e+18,Loaded Language,6,بـعدوان,شرم,1,100.00%,,,شرم,,,
1.39e+18,Name calling/Labeling,1,الاحتلال,السيطرة,1,100.00%,,,السيطرة,,,
1.39e+18,Name calling/Labeling,2,الاحتلال,القهر,1,100.00%,,,القهر,,,
1.39e+18,Name calling/Labeling,3,الاحتلال,الإخضاع,1,100.00%,,,الإخضاع,,,
1.39e+18,Name calling/Labeling,4,الاحتلال,الاستيلاء,1,100.00%,,,الاستيلاء,,,
1.39e+18,Name calling/Labeling,5,الاحتلال,الهيمنة,1,100.00%,,,الهيمنة,,,
1.39e+18,Slogans,1,#غزة_تحت_القصف,حصن تحت حرق,2,66.70%,1.0,1.0,الحصن تحت الحرق,,,
1.39e+18,Slogans,2,#غزة_تحت_القصف,حامية تحت قصف,1,33.30%,1.0,1.0,الحامية تحت القصف,,,
1.39e+18,Slogans,3,#غزة_تحت_القصف,حصن تحت إغارة,2,66.70%,1.0,1.0,الحصن تحت الإغارة,,,
1.39e+18,Slogans,4,#غزة_تحت_القصف,مصونة تحت إفناء,2,66.70%,1.0,1.0,المدينة تحت الدمار,,,
1.39e+18,Slogans,5,#غزة_تحت_القصف,دارع تحت سحق,2,66.70%,1.0,1.0,البلد تحت القصف,,,
