,full_text,start,end,technique,text,id,start_new,end_new,augmented_text,augmented_full_text
248,الدفاع المدني الألعاب النارية خطر يهدد الأطفال لاتعكروا فرحة العيد باقتنائها,52,56,Loaded Language,يهدد,1392092950402830343,34.0,38.0,التهديد بالتهديد.,الدفاع المدني الألعاب النارية خطر التهديد بالتهديد. الأطفال لاتعكروا فرحة العيد باقتنائها
249,استهجان شعبي لموقف رئيس وفد قطر ل قمم مكة الذي عرض صوره واقفا امام الكعبة ومعلنا رفضه أداء العمرة حكومة قطر أيضا حجبت جميع الروابط التي خصصتها السعودية للقطريين الراغبين التسجيل وأداء العمرة,0,7,Loaded Language,استهجان,7048,0.0,7.0,من المُتَحَجّج.,من المُتَحَجّج. شعبي لموقف رئيس وفد قطر ل قمم مكة الذي عرض صوره واقفا امام الكعبة ومعلنا رفضه أداء العمرة حكومة قطر أيضا حجبت جميع الروابط التي خصصتها السعودية للقطريين الراغبين التسجيل وأداء العمرة
252,خنساء غزة تودع ابنها الثالث شهيدا فداء للأقصى,35,40,Loaded Language,فداء,1393536268970217475,34.0,38.0,كك كك كك كك كك كك كك كك كك كك ككف فد.,خنساء غزة تودع ابنها الثالث شهيدا كك كك كك كك كك كك كك كك كك كك ككف فد. للأقصى
254,شاهد يا قارئ القرآن داوي قلوبنا بتلاوة تزدان بالتجويد برنامج مزامير الترتيل,25,29,Loaded Language,داوي,1386715499145408513,20.0,24.0,"""الدوام!"" ""الدوام!""","شاهد يا قارئ القرآن ""الدوام!"" ""الدوام!"" قلوبنا بتلاوة تزدان بالتجويد برنامج مزامير الترتيل"
255,قائد حماس يكشف أعداد المقاتلين الفلسطينيين الذين فقدوا أرواحهم خلال الحرب الأخيرة مع إسرائيل,51,64,Loaded Language,فقدوا أرواحهم,7340,49.0,62.0,لقد فقدوا حياتهم,قائد حماس يكشف أعداد المقاتلين الفلسطينيين الذين لقد فقدوا حياتهم خلال الحرب الأخيرة مع إسرائيل
256,الشمال المحرر يسجل إصابات جديدة ب كورونا والنظام يطلق منصة إلكترونية لتلقي اللقاح,7,13,Loaded Language,المحرر,1385503960782495746,7.0,13.0,,الشمال  يسجل إصابات جديدة ب كورونا والنظام يطلق منصة إلكترونية لتلقي اللقاح
257,الإمارات وسم يحمل غضبا خليجيا وعربيا بعد كشف فوكس نيوز عن عرقلة أبو ظبي اتفاقا ينهي حصار قطر بوساطة أمريكية نشرتكم,22,40,Loaded Language,غضبا خليجيا وعربيا,7047,18.0,36.0,الغضب في الخليج والعرب.,الإمارات وسم يحمل الغضب في الخليج والعرب. بعد كشف فوكس نيوز عن عرقلة أبو ظبي اتفاقا ينهي حصار قطر بوساطة أمريكية نشرتكم
258,عاجل الرئاسة الفلسطينية الاعتداءات الوحشية لقوات الاحتلال في المسجد الأقصى هي تحد جديد للمجتمع الدولي,27,46,Loaded Language,الاعتداءات الوحشية,1391689686545010689,24.0,42.0,مَشْكِلَة,عاجل الرئاسة الفلسطينية مَشْكِلَة لقوات الاحتلال في المسجد الأقصى هي تحد جديد للمجتمع الدولي
259,عبيد البريكي ناس ما قدمت كان الدمار للبلاد و الاغتيالات و الجهاز السري مازلت تعمل عليها في حزام سياسي,31,44,Loaded Language,الدمار للبلاد,1351868804184367109,29.0,42.0,تدمير البلاد.,عبيد البريكي ناس ما قدمت كان تدمير البلاد. و الاغتيالات و الجهاز السري مازلت تعمل عليها في حزام سياسي
260,النائب في البرلمان الأردني أسامة العجارمة يوجه الاتهامات للسلطات الأردنية بأنها قطعت الكهرباء عمدا لمنع مسيرة العشائر الأردنية من التوجه نحو الحدود نصرة للقضية الفلسطينية,47,56,Loaded Language,الاتهامات,7116,47.0,56.0,,النائب في البرلمان الأردني أسامة العجارمة يوجه  للسلطات الأردنية بأنها قطعت الكهرباء عمدا لمنع مسيرة العشائر الأردنية من التوجه نحو الحدود نصرة للقضية الفلسطينية
261,الأمن العراقي الهجوم تسبب باستشهاد آمر اللواء الثاني في حرس الحدود وآمر الفوج الثالث في اللواء وسائق الآلية,31,39,Loaded Language,باستشهاد,1293200492542210049,26.0,34.0,كشهداء.,الأمن العراقي الهجوم تسبب كشهداء. آمر اللواء الثاني في حرس الحدود وآمر الفوج الثالث في اللواء وسائق الآلية
262,السودان الشقيق في قلوبنا أسأل الله العلي القدير أن يلطف بأهله الطيبين حتى في مسيرتي التعليمية تتلمذت على خيرة,37,46,Loaded Language,في قلوبنا,1302942095267844099,15.0,24.0,في قلوبنا.,السودان الشقيق في قلوبنا. أسأل الله العلي القدير أن يلطف بأهله الطيبين حتى في مسيرتي التعليمية تتلمذت على خيرة
266,سواء كنت أنا أو قردا أو زرافة لن يعود الفلسطينيون إلى هذا المنزل أبدا ما قصة المستوطن يعقوب الذي فضح جرائم الاحتلال وكشف وجه الاستيطان الحقيقي,126,147,Loaded Language,وجه الاستيطان الحقيقي,7114,121.0,142.0,وجه التسوية الحقيقية,سواء كنت أنا أو قردا أو زرافة لن يعود الفلسطينيون إلى هذا المنزل أبدا ما قصة المستوطن يعقوب الذي فضح جرائم الاحتلال وكشف وجه التسوية الحقيقية
267,استطلاع رأي من الجمهوريين يعتقدون أن ترمب الرئيس الحقيقي للولايات المتحدة و لديهم يقين بسرقة الانتخابات العربية,97,113,Loaded Language,بسرقة الانتخابات,1397371686606020608,87.0,103.0,عن طريق سرقة الإنتخابات,استطلاع رأي من الجمهوريين يعتقدون أن ترمب الرئيس الحقيقي للولايات المتحدة و لديهم يقين عن طريق سرقة الإنتخابات العربية
268,في الصراع الأشد منذ سنوات بين إسرائيل والفلسطينيين أين يقف البيت الأبيض,3,15,Loaded Language,الصراع الأشد,1393887741495107584,3.0,15.0,الصراع الأكثر حدة.,في الصراع الأكثر حدة. منذ سنوات بين إسرائيل والفلسطينيين أين يقف البيت الأبيض
269,شاهد الناشط القبلي أسامة بوحلاق يهاجم تنظيم المداخلة واصفا منتسبيه بالإرهابيين القتلة المطبلين للحكام متهمهم بأنهم يمتهنون الكذب ولا يمثلون الدين في شيء,69,96,Loaded Language,بالإرهابيين القتلة المطبلين,7350,67.0,94.0,إرهابيون، قتلة، تلميع.,شاهد الناشط القبلي أسامة بوحلاق يهاجم تنظيم المداخلة واصفا منتسبيه إرهابيون، قتلة، تلميع. للحكام متهمهم بأنهم يمتهنون الكذب ولا يمثلون الدين في شيء
270,فيديو صادم شرطية أميركية تنجو من هجوم مرعب شاهد سكاي,38,47,Loaded Language,هجوم مرعب,1399446833609547783,33.0,42.0,تهجم مُتَوَجّه مُتَوَجّه مُتَوَجّه مُتَوَجّه.,فيديو صادم شرطية أميركية تنجو من تهجم مُتَوَجّه مُتَوَجّه مُتَوَجّه مُتَوَجّه. شاهد سكاي
271,عاجل القناة العبرية الثانية بعد تهديد حماس صافرات انذار في الوسط والجنوب,40,46,Loaded Language,تهديد,1393680536019865605,32.0,37.0,تهديد.,عاجل القناة العبرية الثانية بعد تهديد. حماس صافرات انذار في الوسط والجنوب
273,وزير الصحة ما مررنا به امتحان عسير وصعب وتفاجأنا به وجاءت النتائج مرضية واثبتت نجاعة الخطط المسبقة صحيفة الرأي الأردن,32,41,Loaded Language,عسير وصعب,1395808030281945089,30.0,39.0,صلبة و صلبة.,وزير الصحة ما مررنا به امتحان صلبة و صلبة. وتفاجأنا به وجاءت النتائج مرضية واثبتت نجاعة الخطط المسبقة صحيفة الرأي الأردن
274,وزير الصحة اللبناني شهيدا وأكثر من آلاف جريح وعدد من المفقودين جراء انفجار مرفأ بيروت,24,33,Loaded Language,شهيدا,1290762682384232448,20.0,25.0,(شديدة),وزير الصحة اللبناني (شديدة) وأكثر من آلاف جريح وعدد من المفقودين جراء انفجار مرفأ بيروت
275,كاميرات مراقبة تظهر تحرش عناصر الشرطة الإسرائيلية بشاب فلسطيني من دون سبب والاعتداء عليه في أثناء اعتقالها شابا آخر,76,84,Loaded Language,الاعتداء,7106,75.0,83.0,,كاميرات مراقبة تظهر تحرش عناصر الشرطة الإسرائيلية بشاب فلسطيني من دون سبب و عليه في أثناء اعتقالها شابا آخر
278,ريف حلب الشمالي جرح عدد من المواطنين نتيجة انفجار هز مدينة نبل اتصال هاتفي مع مراسل الإخبارية مصطفى كوسى التفاصيل على اليوتيوب عبر الرابط التالي,45,60,Loaded Language,انفجار هز مدينة,1256167720346886144,43.0,58.0,-إنفجار مدينة مُؤثّم.,ريف حلب الشمالي جرح عدد من المواطنين نتيجة -إنفجار مدينة مُؤثّم. نبل اتصال هاتفي مع مراسل الإخبارية مصطفى كوسى التفاصيل على اليوتيوب عبر الرابط التالي
280,شاهد الاحتلال يعتقل شابين ويعتدي على أحدهما بالضرب في القدس المحتلة,32,37,Loaded Language,يعتدي,1399793141427982340,27.0,32.0,-الاعتداءات.,شاهد الاحتلال يعتقل شابين و-الاعتداءات. على أحدهما بالضرب في القدس المحتلة
282,صدمة في تركيا بعد هذا القرار الروسي المفاجئ,36,43,Loaded Language,المفاجئ,1382094652975804426,36.0,43.0,مُفاجئة.,صدمة في تركيا بعد هذا القرار الروسي مُفاجئة.
284,بئر علي بن خليفة مرض الالتهاب الكبدي صنف أ يجتاح المدارس,44,49,Loaded Language,يجتاح,831936208167133188,43.0,48.0,التخلّف.,بئر علي بن خليفة مرض الالتهاب الكبدي صنف أ التخلّف. المدارس
286,في مشهد مدهش عاصفة قوية تضرب الجزائر شاهد سكاي,8,13,Loaded Language,مدهش,7083,8.0,12.0,مُتَمَزِل ومُنَجِز..,في مشهد مُتَمَزِل ومُنَجِز.. عاصفة قوية تضرب الجزائر شاهد سكاي
288,مشاهد وكلمات حزينة لسكان غزة من أطلال ذكرياتهم التي تدمرت من القصف تاجر خسر محله في برج الشروق المدمر يختصر مأساة أهل القطاع العربية,98,104,Loaded Language,المدمر,7038,95.0,101.0,التدمير المُدمّر.,مشاهد وكلمات حزينة لسكان غزة من أطلال ذكرياتهم التي تدمرت من القصف تاجر خسر محله في برج الشروق التدمير المُدمّر. يختصر مأساة أهل القطاع العربية
292,قائد حماس يكشف أعداد المقاتلين الفلسطينيين الذين فقدوا أرواحهم خلال الحرب الأخيرة مع إسرائيل,23,32,Loaded Language,المقاتلين,7340,21.0,30.0,,قائد حماس يكشف أعداد  الفلسطينيين الذين فقدوا أرواحهم خلال الحرب الأخيرة مع إسرائيل
294,متشددون يقتلون بالسكاكين والمناجل في شرق الكونغو الديمقراطية,8,36,Loaded Language,يقتلون بالسكاكين والمناجل,7335,8.0,33.0,قتل بالسكاكين والسواطير,متشددون قتل بالسكاكين والسواطير في شرق الكونغو الديمقراطية
296,تقرير القمع الرقمي تواطئ عمالقة التكنولوجيا في قمع حريات الشعوب,51,54,Loaded Language,قمع,7278,8.0,11.0,-الضغط والضغط.,تقرير ال-الضغط والضغط. الرقمي تواطئ عمالقة التكنولوجيا في -الضغط والضغط. حريات الشعوب
299,برلماني روسي يشيد بدور سيدة الجحيم في الحرب وينتقد فتح تحقيق بريطاني بجرائمها,29,35,Loaded Language,الجحيم,7282,28.0,34.0,الجحيم.,برلماني روسي يشيد بدور سيدة الجحيم. في الحرب وينتقد فتح تحقيق بريطاني بجرائمها
301,آلاف الباكستانيين ينظمون مظاهرات لمناصرة فلسطين وإدانة اعتداءات الاحتلال الإسرائيلي على المسجد الأقصى وغزة,65,73,Loaded Language,الاحتلال,7109,64.0,72.0,الهن مهنياً مهنياً مهنياً مهنياً,آلاف الباكستانيين ينظمون مظاهرات لمناصرة فلسطين وإدانة اعتداءات الهن مهنياً مهنياً مهنياً مهنياً الإسرائيلي على المسجد الأقصى وغزة
302,بعد مرور ساعة على انطلاقة حملة سالمة ياسودان القطرية لإغاثة الشعب السوداني جراء فيضانات السودان التبرعات تصل إلى أكثر من مليون ريال قطري السودان,54,60,Loaded Language,لإغاثة,1304497164488527873,53.0,59.0,من أجل الإغاثة.,بعد مرور ساعة على انطلاقة حملة سالمة ياسودان القطرية من أجل الإغاثة. الشعب السوداني جراء فيضانات السودان التبرعات تصل إلى أكثر من مليون ريال قطري السودان
303,تصريحات استفزازية مضللة مراقب مصري انتخابات عام إعلان التحرير والحالية بداية الإعمار,8,17,Loaded Language,استفزازية,7291,8.0,17.0,الـمُستَلَف.,تصريحات الـمُستَلَف. مضللة مراقب مصري انتخابات عام إعلان التحرير والحالية بداية الإعمار
305,الغزالة زاكورة الركود يخنق التنمية والبطالة تغتال أحلام الشباب جهات البرامج التنموية بزاكورة الفقر التنموي,27,31,Loaded Language,يخنق,1393742634036785153,22.0,26.0,-مُخَوَلَة.,الغزالة زاكورة الركود -مُخَوَلَة. التنمية والبطالة تغتال أحلام الشباب جهات البرامج التنموية بزاكورة الفقر التنموي
306,صناعة شخصيات عامة سياسة ينتهجها النظام والمعتقلين في المسالخ البشرية أبرز ضحاياها,81,89,Loaded Language,ضحاياها,1390879218125447169,74.0,81.0,ضحاياها,صناعة شخصيات عامة سياسة ينتهجها النظام والمعتقلين في المسالخ البشرية أبرز ضحاياها
310,هكذا ودع السودان فقيد البلاد الإمام السيد الصادق المهدي لقد زرته مرتين و تحدثنا مطولا له الرحمة والمغفرة وللشعب السوداني الصبر وحسن العزاء,18,29,Loaded Language,فقيد البلاد,1332621444841431041,17.0,28.0,أقفل على البلاد أسفل.,هكذا ودع السودان أقفل على البلاد أسفل. الإمام السيد الصادق المهدي لقد زرته مرتين و تحدثنا مطولا له الرحمة والمغفرة وللشعب السوداني الصبر وحسن العزاء
313,بين سام وعمار حروب ونزاعات تنشأ حتى اليوم بسبب انكار تركيا للإبادة الأرمنية شاهد الحلقة كاملة عبر الرابط شاهد الحرة,15,27,Loaded Language,حروب ونزاعات,1389489981031206912,14.0,26.0,الحروب والصراعات.,بين سام وعمار الحروب والصراعات. تنشأ حتى اليوم بسبب انكار تركيا للإبادة الأرمنية شاهد الحلقة كاملة عبر الرابط شاهد الحرة
318,هكذا ودع السودان فقيد البلاد الإمام السيد الصادق المهدي لقد زرته مرتين و تحدثنا مطولا له الرحمة والمغفرة وللشعب السوداني الصبر وحسن العزاء,94,110,Loaded Language,الرحمة والمغفرة,1332621444841431041,89.0,104.0,الرحمة والمغفرة.,هكذا ودع السودان فقيد البلاد الإمام السيد الصادق المهدي لقد زرته مرتين و تحدثنا مطولا له الرحمة والمغفرة. وللشعب السوداني الصبر وحسن العزاء
319,سقوط مبنى برج الجلاء في غزة بالكامل إثر قصف إسرائيلي مباشر بالصواريخ البرج يضم عددا من المكاتب والكوادر الإعلامية منها مكتب وكالة أسوشيتد بريس,0,35,Loaded Language,سقوط مبنى برج الجلاء في غزة بالكامل,1393543980177104898,0.0,35.0,وقد سقط كامل مبنى برج الإجلاء في غزة.,وقد سقط كامل مبنى برج الإجلاء في غزة. إثر قصف إسرائيلي مباشر بالصواريخ البرج يضم عددا من المكاتب والكوادر الإعلامية منها مكتب وكالة أسوشيتد بريس
320,اقتتال الميليشيات يهدد العاصمة الليبية,0,6,Loaded Language,اقتتال,1374754493343150081,0.0,6.0,! اقاتلوا! اقاتلوا! اقاتلوا!,! اقاتلوا! اقاتلوا! اقاتلوا! الميليشيات يهدد العاصمة الليبية
321,بابلو إغليسياس في قلب الإعصار بسبب تشكيكه في الحياة الديمقراطية الطبيعية في اسبانيا,18,29,Loaded Language,قلب الإعصار,1359922588361850887,18.0,29.0,قلب الإعصار,بابلو إغليسياس في قلب الإعصار بسبب تشكيكه في الحياة الديمقراطية الطبيعية في اسبانيا
322,تسع سنوات على مجزرة الحولة والمجرم يعيد انتخاب نفسه بتواطئ دولي,30,36,Loaded Language,المجرم,7326,28.0,34.0,الجانى,تسع سنوات على مجزرة الحولة والجانى يعيد انتخاب نفسه بتواطئ دولي
323,عين اليمن عاجل وزير الإعلام معمر الإرياني يحذر من تكرار سيناريو مرفأ بيروت ويدعو لسرعة إحتواء مخاطر الناقلة صافر,99,104,Loaded Language,مخاطر,1291056987980144641,94.0,99.0,المخاطر.,عين اليمن عاجل وزير الإعلام معمر الإرياني يحذر من تكرار سيناريو مرفأ بيروت ويدعو لسرعة إحتواء المخاطر. الناقلة صافر
328,شراهة الصين لاستيراد الفول السوداني نعمة على مزارعي السنغال ونقمة,66,70,Loaded Language,نقمة,1391687348904087552,61.0,65.0,لعنة.,شراهة الصين لاستيراد الفول السوداني نعمة على مزارعي السنغال ولعنة.
330,نتنياهو نرفض كل الضغوط لمنع حكومتنا من البناء في القدس التي ستبقى عاصمة أبدية وموحدة لإسرائيل الأخبار,51,95,Loaded Language,القدس التي ستبقى عاصمة أبدية وموحدة لإسرائيل,1391422717509971970,49.0,93.0,القدس، التي ستبقى عاصمة إسرائيل الأبدية والمتحدة.,نتنياهو نرفض كل الضغوط لمنع حكومتنا من البناء في القدس، التي ستبقى عاصمة إسرائيل الأبدية والمتحدة. الأخبار
335,بمشاركة ممثل حماس في طهران احتفال بعنوان الانتصار على القصف الإسرائيلي أمام قبر قاسم سليماني بمدينة كرمان جنوب شرق إيران العربية,46,54,Loaded Language,الانتصار,7040,41.0,49.0,"""الإنتكاس"" ""الإنتكاس"""" """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""","بمشاركة ممثل حماس في طهران احتفال بعنوان ""الإنتكاس"" ""الإنتكاس"""" """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" على القصف الإسرائيلي أمام قبر قاسم سليماني بمدينة كرمان جنوب شرق إيران العربية"
338,الكفيل شتمه وهانه وطرده من الشغل استغاثة أم مصرية لتعرض نجلها للظلم من كفيله السعودي مصر,8,24,Loaded Language,شتمه وهانه وطرده,1388629308151762948,7.0,23.0,اشتموه و(هانه) وطردوه للخارج,الكفيل اشتموه و(هانه) وطردوه للخارج من الشغل استغاثة أم مصرية لتعرض نجلها للظلم من كفيله السعودي مصر
341,شاهد مظاهرة تجوب شوارع لندن تضامنا مع الفلسطينيين,30,37,Loaded Language,تضامنا,1396179080614195201,28.0,34.0,التضامن والتضامن.,شاهد مظاهرة تجوب شوارع لندن التضامن والتضامن. مع الفلسطينيين
344,وزير خارجية الأردن يحذر من تفجر الأمور مرة أخرى في حال تهجير إسرائيل سكان حي الشيخ جراح في القدس,57,62,Loaded Language,تهجير,7110,55.0,60.0,-مُنَخَطِط.,وزير خارجية الأردن يحذر من تفجر الأمور مرة أخرى في حال -مُنَخَطِط. إسرائيل سكان حي الشيخ جراح في القدس
347,وزير نفط النظام من النفط السوري تحت النفوذ الأمريكي ووعوده بوصول التوريدات تتلاشى,80,86,Loaded Language,تتلاشى,1372926441474691073,75.0,81.0,إنه يتلاشى.,وزير نفط النظام من النفط السوري تحت النفوذ الأمريكي ووعوده بوصول التوريدات إنه يتلاشى.
349,صناعة شخصيات عامة سياسة ينتهجها النظام والمعتقلين في المسالخ البشرية أبرز ضحاياها,29,36,Loaded Language,ينتهجها,1390879218125447169,24.0,31.0,أَخذَه أَخذَه.,صناعة شخصيات عامة سياسة أَخذَه أَخذَه. النظام والمعتقلين في المسالخ البشرية أبرز ضحاياها
350,صور مكبل القدمين آثار اعتداء الاحتلال على الطفل محمد يحيى في مدينة الطيبة المحتلة فلسطين,25,31,Loaded Language,اعتداء,1399253718202265602,22.0,28.0,-الاعتداءات.,صور مكبل القدمين آثار -الاعتداءات. الاحتلال على الطفل محمد يحيى في مدينة الطيبة المحتلة فلسطين
354,عاجل الجزيرة محكمة إسرائيلية تمدد اعتقال كمال الخطيب نائب رئيس الحركة الإسلامية داخل الخط الاخضر وتوجه له تهمتي التحريض على العنف والإرهاب,133,140,Loaded Language,الإرهاب,1397805231405142027,131.0,138.0,,عاجل الجزيرة محكمة إسرائيلية تمدد اعتقال كمال الخطيب نائب رئيس الحركة الإسلامية داخل الخط الاخضر وتوجه له تهمتي التحريض على العنف و
356,الإمارات الشيخة جواهر القاسمي تنتقد تطبيع التعليم مع إسرائيل مناهجهم توصي بقتل واغتصاب أرض العربي,81,94,Loaded Language,بقتل واغتصاب,1355179141608443904,74.0,86.0,القتل و الاغتصاب و القتل و الاغتصاب,الإمارات الشيخة جواهر القاسمي تنتقد تطبيع التعليم مع إسرائيل مناهجهم توصي القتل و الاغتصاب و القتل و الاغتصاب أرض العربي
358,يعد واجهة ولاية مطرح على بحر عمان ورئتها التي تتنفس منها تعرف على قصة شارع الكورنيش في محافظة مسقط تقرير سمير النمري أحمد العساف الأخبار,36,58,Loaded Language,ورئتها التي تتنفس منها,1389535281016049669,34.0,56.0,رئتيها التي تتنفس منها,يعد واجهة ولاية مطرح على بحر عمان رئتيها التي تتنفس منها تعرف على قصة شارع الكورنيش في محافظة مسقط تقرير سمير النمري أحمد العساف الأخبار
359,استهجان شعبي لموقف رئيس وفد قطر ل قمم مكة الذي عرض صوره واقفا امام الكعبة ومعلنا رفضه أداء العمرة حكومة قطر أيضا حجبت جميع الروابط التي خصصتها السعودية للقطريين الراغبين التسجيل وأداء العمرة,79,85,Loaded Language,معلنا,7048,75.0,80.0,معلمنا.,استهجان شعبي لموقف رئيس وفد قطر ل قمم مكة الذي عرض صوره واقفا امام الكعبة ومعلمنا. رفضه أداء العمرة حكومة قطر أيضا حجبت جميع الروابط التي خصصتها السعودية للقطريين الراغبين التسجيل وأداء العمرة
361,وزير خارجية النرويج السابق للجزيرة اتهامات إسرائيل للمحكمة الجنائية الدولية بمعاداة السامية مقلقة بشكل بالغ,36,76,Loaded Language,اتهامات إسرائيل للمحكمة الجنائية الدولية,1399878431119003653,35.0,75.0,إسرائيل & إسرائيل؛ الاتهامات الموجهة ضد المحكمة الجنائية الدولية,وزير خارجية النرويج السابق للجزيرة إسرائيل & إسرائيل؛ الاتهامات الموجهة ضد المحكمة الجنائية الدولية بمعاداة السامية مقلقة بشكل بالغ
362,الغرب يريد معاقبة روسيا على حادثة رحلة في مينسك,11,17,Loaded Language,معاقبة,7096,11.0,17.0,معاقبه.,الغرب يريد معاقبه. روسيا على حادثة رحلة في مينسك
365,عين اليمن السيناريو العراقي يرعب حزب الله في لبنان,31,36,Loaded Language,يرعب,1192116108712726530,28.0,32.0,هو يُذْهَبُ خارج.,عين اليمن السيناريو العراقي هو يُذْهَبُ خارج. حزب الله في لبنان
366,إيران تزيد دعمها ل حماس إلى مليون دولار والعاروري الحركة تقف في الخط الأمامي بالدفاع عن طهران ضد أي اعتداء أميركي أو صهيوني العربية,109,115,Loaded Language,اعتداء,7058,100.0,106.0,-الاعتداءات.,إيران تزيد دعمها ل حماس إلى مليون دولار والعاروري الحركة تقف في الخط الأمامي بالدفاع عن طهران ضد أي -الاعتداءات. أميركي أو صهيوني العربية
368,متشددون يقتلون بالسكاكين والمناجل في شرق الكونغو الديمقراطية,0,7,Loaded Language,متشددون,7335,0.0,7.0,-الحارس.,-الحارس. يقتلون بالسكاكين والمناجل في شرق الكونغو الديمقراطية
372,الرئيس يصدم العراقيين مليار خرجت من العراق منصات شاهد سكاي,7,11,Loaded Language,يصدم,7082,7.0,11.0,من المحتمل أن يكون مُصَمَمَمًا أو مُصْدِمًا أو مُصْدِمًا.,الرئيس من المحتمل أن يكون مُصَمَمَمًا أو مُصْدِمًا أو مُصْدِمًا. العراقيين مليار خرجت من العراق منصات شاهد سكاي
373,وصول عدد من الأطفال المصابين إلى مشفى أبو يوسف النجار بعد قصف منزل في حي جنينة برفح تصوير أنس الغول غزة تحت القصف,57,61,Loaded Language,قصف,1392898447204888579,58.0,61.0,,وصول عدد من الأطفال المصابين إلى مشفى أبو يوسف النجار بعد  منزل في حي جنينة برفح تصوير أنس الغول غزة تحت ال
374,الإمارات الشيخة جواهر القاسمي تنتقد تطبيع التعليم مع إسرائيل مناهجهم توصي بقتل واغتصاب أرض العربي,34,45,Loaded Language,تنتقد تطبيع,1355179141608443904,30.0,41.0,-تطبيع التطبيع النقدي.,الإمارات الشيخة جواهر القاسمي -تطبيع التطبيع النقدي. التعليم مع إسرائيل مناهجهم توصي بقتل واغتصاب أرض العربي
375,تقرير القمع الرقمي تواطئ عمالقة التكنولوجيا في قمع حريات الشعوب,8,13,Loaded Language,القمع,7278,6.0,11.0,,تقرير  الرقمي تواطئ عمالقة التكنولوجيا في قمع حريات الشعوب
377,صحيفة إسرائيلية الطائرة الإيرانية المفخخة تصعيد خطير ضد إسرائيل فلسطين,49,53,Loaded Language,خطير,1396117357731459076,48.0,52.0,خطيرة الخطورة.,صحيفة إسرائيلية الطائرة الإيرانية المفخخة تصعيد خطيرة الخطورة. ضد إسرائيل فلسطين
378,وزير خارجية النرويج السابق للجزيرة اتهامات إسرائيل للمحكمة الجنائية الدولية بمعاداة السامية مقلقة بشكل بالغ,77,92,Loaded Language,بمعاداة السامية,1399878431119003653,76.0,91.0,معاداة معاداة السامية.,وزير خارجية النرويج السابق للجزيرة اتهامات إسرائيل للمحكمة الجنائية الدولية معاداة معاداة السامية. مقلقة بشكل بالغ
379,الخارجية المصرية أكدنا لوزير الخارجية الإسرائيلي أهمية اتخاذ تدابير تعزز التهدئة وتمهد لإحياء المسار السياسي,89,109,Loaded Language,إحياء المسار السياسي,7322,88.0,108.0,إحياء المسار السياسي,الخارجية المصرية أكدنا لوزير الخارجية الإسرائيلي أهمية اتخاذ تدابير تعزز التهدئة وتمهد لإحياء المسار السياسي
382,ماذا فعل طائر نورس عندما اشتد عليه الجوع في مدينة اسكتلندية غرائب,25,40,Loaded Language,اشتد عليه الجوع,1394380823206449157,25.0,40.0,كان جائعاً جداً,ماذا فعل طائر نورس عندما كان جائعاً جداً في مدينة اسكتلندية غرائب
383,بعد أشهر من وجودهم فيه بعد اقتحامه من أنصار ترامب عناصر الحرس الوطني الأمريكي يستعدون لمغادرة مبنى الكابيتول,27,34,Loaded Language,اقتحامه,7104,27.0,34.0,اكسره في.,بعد أشهر من وجودهم فيه بعد اكسره في. من أنصار ترامب عناصر الحرس الوطني الأمريكي يستعدون لمغادرة مبنى الكابيتول
386,عاجل الرئاسة الفلسطينية تطالب المجتمع الدولي بالتدخل لوقف عمليات القتل اليومي للفلسطينيين والانتهاكات في القدس,60,79,Loaded Language,عمليات القتل اليومي,1391836534706425858,58.0,77.0,,عاجل الرئاسة الفلسطينية تطالب المجتمع الدولي بالتدخل لوقف  للفلسطينيين والانتهاكات في القدس
396,إبراهيم عيسى ازدراء الأديان أم ازدراء العقل شاهد حلقات برنامج مختلف عليه عبر الرابط شاهد الحرة,14,20,Loaded Language,ازدراء,1397077473544704004,13.0,19.0,شرف الشرف.,إبراهيم عيسى شرف الشرف. الأديان أم شرف الشرف. العقل شاهد حلقات برنامج مختلف عليه عبر الرابط شاهد الحرة
397,سلمان سالم هوس الماركات التجارية يهيمن على عقول بعض الشباب ويفرغ جيوبهم,13,16,Loaded Language,هوس,868324648580239360,11.0,14.0,(قُسس),سلمان سالم (قُسس) الماركات التجارية يهيمن على عقول بعض الشباب ويفرغ جيوبهم
