,start,end,technique,text,full_text,id,start_new,end_new
460,62,81,Name calling/Labeling,الحل العادل والدائم,وزير الخارجية القطري سنواصل دعم الأشقاء في فلسطين وصولا إلى الحل العادل والدائم بإقامة دولته المستقلة وفق مبادرة السلام العربية ومرجعيات الشرعية الدولية ذات الصلة الخليج أونلاين,7311,60.0,79.0
461,67,74,Loaded Language,العادل,وزير الخارجية القطري سنواصل دعم الأشقاء في فلسطين وصولا إلى الحل العادل والدائم بإقامة دولته المستقلة وفق مبادرة السلام العربية ومرجعيات الشرعية الدولية ذات الصلة الخليج أونلاين,7311,65.0,71.0
462,33,50,Name calling/Labeling,الأشقاء في فلسطين,وزير الخارجية القطري سنواصل دعم الأشقاء في فلسطين وصولا إلى الحل العادل والدائم بإقامة دولته المستقلة وفق مبادرة السلام العربية ومرجعيات الشرعية الدولية ذات الصلة الخليج أونلاين,7311,32.0,49.0
463,0,0,no technique,,هزة أرضية يصل تأثيرها إلى مناطق ب عمان و الإمارات,7312,0.0,0.0
464,6,19,Name calling/Labeling,مسلسل الترويج,بداية مسلسل الترويج الإرهابي بشار يستبق الانتخابات بزيارة منشآت صناعية وسط سوريا,7313,6.0,19.0
465,23,38,Name calling/Labeling,الإرهابي بشار,بداية مسلسل الترويج الإرهابي بشار يستبق الانتخابات بزيارة منشآت صناعية وسط سوريا,7313,20.0,33.0
466,0,38,Smears,بداية مسلسل الترويج الإرهابي بشار,بداية مسلسل الترويج الإرهابي بشار يستبق الانتخابات بزيارة منشآت صناعية وسط سوريا,7313,0.0,33.0
467,46,53,Loaded Language,العصابة,تقرير لصحيفة بريطانية يصف بشار الأسد ب رئيس العصابة,7314,44.0,51.0
468,26,54,Name calling/Labeling,بشار الأسد ب رئيس العصابة,تقرير لصحيفة بريطانية يصف بشار الأسد ب رئيس العصابة,7314,26.0,51.0
469,0,54,Appeal to authority,تقرير لصحيفة بريطانية يصف بشار الأسد ب رئيس العصابة,تقرير لصحيفة بريطانية يصف بشار الأسد ب رئيس العصابة,7314,0.0,51.0
470,22,54,Smears,يصف بشار الأسد ب رئيس العصابة,تقرير لصحيفة بريطانية يصف بشار الأسد ب رئيس العصابة,7314,22.0,51.0
471,6,28,Loaded Language,لطخت بالدماء والكيماوي,مواقع لطخت بالدماء والكيماوي الإرهابي بشار في دوما و سهيل الحسن في كفرعويد فيديو,7315,6.0,28.0
472,32,40,Loaded Language,الإرهابي,مواقع لطخت بالدماء والكيماوي الإرهابي بشار في دوما و سهيل الحسن في كفرعويد فيديو,7315,29.0,37.0
473,32,47,Name calling/Labeling,الإرهابي بشار,مواقع لطخت بالدماء والكيماوي الإرهابي بشار في دوما و سهيل الحسن في كفرعويد فيديو,7315,29.0,42.0
474,0,28,Name calling/Labeling,مواقع لطخت بالدماء والكيماوي,مواقع لطخت بالدماء والكيماوي الإرهابي بشار في دوما و سهيل الحسن في كفرعويد فيديو,7315,0.0,28.0
475,0,84,Smears,مواقع لطخت بالدماء والكيماوي الإرهابي بشار في دوما و سهيل الحسن في كفرعويد,مواقع لطخت بالدماء والكيماوي الإرهابي بشار في دوما و سهيل الحسن في كفرعويد فيديو,7315,0.0,74.0
476,9,55,Appeal to fear/prejudice,القوات العراقية تنشر دبابات في بعض شوارع بغداد,مراسلنا القوات العراقية تنشر دبابات في بعض شوارع بغداد فيديو,7316,8.0,54.0
477,91,102,Loaded Language,اندلاع نزاع,وزارة الخارجية الأمريكية بلينكن بحث في اتصال مع وزير الخارجية السعودي جهود الحد من مخاطر اندلاع نزاع جديد في غزة الخليج أونلاين أمريكا السعودية,7317,89.0,100.0
478,91,97,Exaggeration/Minimisation,اندلاع,وزارة الخارجية الأمريكية بلينكن بحث في اتصال مع وزير الخارجية السعودي جهود الحد من مخاطر اندلاع نزاع جديد في غزة الخليج أونلاين أمريكا السعودية,7317,89.0,95.0
479,122,145,Thought-terminating cliché,لا يغني ولا يسمن من جوع,الباحث السياسي محمد عويس ل عربي من يتحدث عن حل الدولتين بدون برنامج يوضح كيف سنصل إلى حل الدولتين فهو يتحدث عن كلام لا يغني ولا يسمن من جوع,7318,116.0,139.0
480,26,36,Loaded Language,طرد عائلات,محكمة في القدس تنظر بقرار طرد عائلات من سلوان لصالح مستوطنين وسط احتجاجات,7319,26.0,36.0
481,52,60,Name calling/Labeling,مستوطنين,محكمة في القدس تنظر بقرار طرد عائلات من سلوان لصالح مستوطنين وسط احتجاجات,7319,52.0,60.0
482,106,148,Doubt,فما هي حكاية أسرة الأسد مع السلطة والنفوذ,تشهد سوريا في مايو أيار الجاري انتخابات رئاسية ستفضي إلى فوز شبه مؤكد للرئيس بشار الأسد بفترة ثالثة فما هي حكاية أسرة الأسد مع السلطة والنفوذ,7320,100.0,141.0
483,0,0,no technique,,الذهب الأبيض فيلم عماني يفوز بجائزة مهرجان سينمانا الدولي,7321,0.0,0.0
484,69,81,Loaded Language,تعزز التهدئة,الخارجية المصرية أكدنا لوزير الخارجية الإسرائيلي أهمية اتخاذ تدابير تعزز التهدئة وتمهد لإحياء المسار السياسي,7322,68.0,80.0
485,89,109,Loaded Language,إحياء المسار السياسي,الخارجية المصرية أكدنا لوزير الخارجية الإسرائيلي أهمية اتخاذ تدابير تعزز التهدئة وتمهد لإحياء المسار السياسي,7322,88.0,108.0
486,67,72,Loaded Language,العنف,وزير الخارجية الأمريكي أنتوني بلينكن جهود الأردن في إنهاء دائرة العنف الأخيرة تبرز دورها المحوري كصديق وحليف للولايات المتحدة الخليج أونلاين,7323,64.0,69.0
487,92,99,Exaggeration/Minimisation,المحوري,وزير الخارجية الأمريكي أنتوني بلينكن جهود الأردن في إنهاء دائرة العنف الأخيرة تبرز دورها المحوري كصديق وحليف للولايات المتحدة الخليج أونلاين,7323,89.0,96.0
488,61,72,Name calling/Labeling,دائرة العنف,وزير الخارجية الأمريكي أنتوني بلينكن جهود الأردن في إنهاء دائرة العنف الأخيرة تبرز دورها المحوري كصديق وحليف للولايات المتحدة الخليج أونلاين,7323,58.0,69.0
489,39,128,Glittering generalities (Virtue),جهود الأردن في إنهاء دائرة العنف الأخيرة تبرز دورها المحوري كصديق وحليف للولايات المتحدة,وزير الخارجية الأمريكي أنتوني بلينكن جهود الأردن في إنهاء دائرة العنف الأخيرة تبرز دورها المحوري كصديق وحليف للولايات المتحدة الخليج أونلاين,7323,37.0,125.0
490,57,120,Glittering generalities (Virtue),نشكر قطر و مصر و الأردن لمساهمتهم في وقف إطلاق النار ب غزة,المندوبة الأمريكية في مجلس الأمن ليندا توماس غرينفيلد نشكر قطر و مصر و الأردن لمساهمتهم في وقف إطلاق النار ب غزة الخليج أونلاين أمريكا,7324,54.0,112.0
491,101,112,Loaded Language,إطلاق النار,المندوبة الأمريكية في مجلس الأمن ليندا توماس غرينفيلد نشكر قطر و مصر و الأردن لمساهمتهم في وقف إطلاق النار ب غزة الخليج أونلاين أمريكا,7324,95.0,106.0
492,75,92,Slogans,الاحتلال إلى زوال,خطيب المسجد الأقصى عكرمة صبري معركة سيف القدس بدأت من أجل القدس وتؤكد أن الاحتلال إلى زوال و غزة تركت وحدها لكن الله انتصر لها,7325,73.0,90.0
493,15,20,Loaded Language,مجزرة,تسع سنوات على مجزرة الحولة والمجرم يعيد انتخاب نفسه بتواطئ دولي,7326,14.0,19.0
494,30,36,Name calling/Labeling,المجرم,تسع سنوات على مجزرة الحولة والمجرم يعيد انتخاب نفسه بتواطئ دولي,7326,28.0,34.0
495,56,66,Loaded Language,تواطئ دولي,تسع سنوات على مجزرة الحولة والمجرم يعيد انتخاب نفسه بتواطئ دولي,7326,53.0,63.0
496,30,36,Loaded Language,المجرم,تسع سنوات على مجزرة الحولة والمجرم يعيد انتخاب نفسه بتواطئ دولي,7326,28.0,34.0
497,55,66,Smears,بتواطئ دولي,تسع سنوات على مجزرة الحولة والمجرم يعيد انتخاب نفسه بتواطئ دولي,7326,52.0,63.0
498,0,0,no technique,,العاهل الأردني لبلينكن من الضروري الحفاظ على الوضع التاريخي والقانوني القائم بالقدس ومقدساتها,7327,0.0,0.0
499,6,49,Appeal to fear/prejudice,العقوبات الأمريكية على بيلاروس قيد التنفيذ,بايدن العقوبات الأمريكية على بيلاروس قيد التنفيذ,7328,6.0,48.0
500,7,15,Loaded Language,العقوبات,بايدن العقوبات الأمريكية على بيلاروس قيد التنفيذ,7328,6.0,14.0
501,7,25,Name calling/Labeling,العقوبات الأمريكية,بايدن العقوبات الأمريكية على بيلاروس قيد التنفيذ,7328,6.0,24.0
502,47,55,Loaded Language,من قتلني,٢٥ أيار مظاهرات حاشدة في العراق ترفع شعار من قتلني مطالبة بمحاسبة المسؤولين عن اغتيال نشطاء وإعلاميين وتحيي مطالب مظاهرات تشرين,7329,42.0,50.0
503,47,55,Slogans,من قتلني,٢٥ أيار مظاهرات حاشدة في العراق ترفع شعار من قتلني مطالبة بمحاسبة المسؤولين عن اغتيال نشطاء وإعلاميين وتحيي مطالب مظاهرات تشرين,7329,42.0,50.0
504,58,136,Flag-waving,مطالبة بمحاسبة المسؤولين عن اغتيال نشطاء وإعلاميين وتحيي مطالب مظاهرات تشرين,٢٥ أيار مظاهرات حاشدة في العراق ترفع شعار من قتلني مطالبة بمحاسبة المسؤولين عن اغتيال نشطاء وإعلاميين وتحيي مطالب مظاهرات تشرين,7329,51.0,127.0
505,86,108,Loaded Language,اغتيال نشطاء وإعلاميين,٢٥ أيار مظاهرات حاشدة في العراق ترفع شعار من قتلني مطالبة بمحاسبة المسؤولين عن اغتيال نشطاء وإعلاميين وتحيي مطالب مظاهرات تشرين,7329,79.0,101.0
506,10,23,Exaggeration/Minimisation,مظاهرات حاشدة,٢٥ أيار مظاهرات حاشدة في العراق ترفع شعار من قتلني مطالبة بمحاسبة المسؤولين عن اغتيال نشطاء وإعلاميين وتحيي مطالب مظاهرات تشرين,7329,8.0,21.0
507,4,13,Exaggeration/Minimisation,غير مسبوق,حدث غير مسبوق في تاريخ السعودية روسيا والمملكة في طريقهما إلى إرسال بعثة فضائية مأهولة مشتركة,7330,4.0,13.0
508,9,17,Loaded Language,حدث خطير,باكستان حدث خطير في فلسطين يتطلب إرسال قوات,7331,8.0,16.0
509,9,17,Name calling/Labeling,حدث خطير,باكستان حدث خطير في فلسطين يتطلب إرسال قوات,7331,8.0,16.0
510,9,44,Appeal to fear/prejudice,حدث خطير في فلسطين يتطلب إرسال قوات,باكستان حدث خطير في فلسطين يتطلب إرسال قوات,7331,8.0,43.0
511,9,17,Exaggeration/Minimisation,حدث خطير,باكستان حدث خطير في فلسطين يتطلب إرسال قوات,7331,8.0,16.0
512,48,54,Loaded Language,مليشيا,التلفزيون السعودي عن متحدث باسم التحالف ادعاء مليشيا الحوثي تنفيذ عملية على حدود جازان فبركة إعلامية السعودية اليمن,7332,46.0,52.0
513,48,62,Name calling/Labeling,مليشيا الحوثي,التلفزيون السعودي عن متحدث باسم التحالف ادعاء مليشيا الحوثي تنفيذ عملية على حدود جازان فبركة إعلامية السعودية اليمن,7332,46.0,59.0
514,91,104,Doubt,فبركة إعلامية,التلفزيون السعودي عن متحدث باسم التحالف ادعاء مليشيا الحوثي تنفيذ عملية على حدود جازان فبركة إعلامية السعودية اليمن,7332,87.0,100.0
515,42,104,Smears,ادعاء مليشيا الحوثي تنفيذ عملية على حدود جازان فبركة إعلامية,التلفزيون السعودي عن متحدث باسم التحالف ادعاء مليشيا الحوثي تنفيذ عملية على حدود جازان فبركة إعلامية السعودية اليمن,7332,40.0,100.0
516,91,96,Loaded Language,فبركة,التلفزيون السعودي عن متحدث باسم التحالف ادعاء مليشيا الحوثي تنفيذ عملية على حدود جازان فبركة إعلامية السعودية اليمن,7332,87.0,92.0
517,0,75,Appeal to authority,البحوث الفلكية المصري يحذر من وقوع زلزال في خليج السويس بسبب النشع البترولي,البحوث الفلكية المصري يحذر من وقوع زلزال في خليج السويس بسبب النشع البترولي,7333,0.0,75.0
518,30,75,Causal Oversimplification,وقوع زلزال في خليج السويس بسبب النشع البترولي,البحوث الفلكية المصري يحذر من وقوع زلزال في خليج السويس بسبب النشع البترولي,7333,30.0,75.0
519,22,34,Loaded Language,يحذر من وقوع,البحوث الفلكية المصري يحذر من وقوع زلزال في خليج السويس بسبب النشع البترولي,7333,22.0,34.0
520,0,59,Smears,مسؤولة روسية تصريحات الرئيس البولندي حول روسيا غير أخلاقية,مسؤولة روسية تصريحات الرئيس البولندي حول روسيا غير أخلاقية,7334,0.0,58.0
521,48,59,Name calling/Labeling,غير أخلاقية,مسؤولة روسية تصريحات الرئيس البولندي حول روسيا غير أخلاقية,7334,47.0,58.0
522,0,7,Loaded Language,متشددون,متشددون يقتلون بالسكاكين والمناجل في شرق الكونغو الديمقراطية,7335,0.0,7.0
523,8,36,Loaded Language,يقتلون بالسكاكين والمناجل,متشددون يقتلون بالسكاكين والمناجل في شرق الكونغو الديمقراطية,7335,8.0,33.0
524,0,7,Name calling/Labeling,متشددون,متشددون يقتلون بالسكاكين والمناجل في شرق الكونغو الديمقراطية,7335,0.0,7.0
525,0,59,Appeal to authority,لجنة الرقابة الروسية لا تستبعد إبطاء إنترنت غوغل في روسيا,لجنة الرقابة الروسية لا تستبعد إبطاء إنترنت غوغل في روسيا,7336,0.0,57.0
526,0,74,Smears,بشعارات مثيرة للسخرية مرشحو مسرحية الانتخابات يطلقون حملاتهم الانتخابية,بشعارات مثيرة للسخرية مرشحو مسرحية الانتخابات يطلقون حملاتهم الانتخابية,7337,0.0,71.0
527,31,48,Name calling/Labeling,مسرحية الانتخابات,بشعارات مثيرة للسخرية مرشحو مسرحية الانتخابات يطلقون حملاتهم الانتخابية,7337,28.0,45.0
528,1,21,Name calling/Labeling,شعارات مثيرة للسخرية,بشعارات مثيرة للسخرية مرشحو مسرحية الانتخابات يطلقون حملاتهم الانتخابية,7337,1.0,21.0
529,60,81,Name calling/Labeling,الضفة الغربية المحتلة,تظاهر آلاف الأردنيين الجمعة في عمان وقرب الحدود الأردنية مع الضفة الغربية المحتلة معبرين عن تضامنهم مع الفلسطينيين ومهنئين ب نصر المقاومة,7338,60.0,81.0
530,74,81,Loaded Language,المحتلة,تظاهر آلاف الأردنيين الجمعة في عمان وقرب الحدود الأردنية مع الضفة الغربية المحتلة معبرين عن تضامنهم مع الفلسطينيين ومهنئين ب نصر المقاومة,7338,74.0,81.0
531,131,139,Name calling/Labeling,المقاومة,تظاهر آلاف الأردنيين الجمعة في عمان وقرب الحدود الأردنية مع الضفة الغربية المحتلة معبرين عن تضامنهم مع الفلسطينيين ومهنئين ب نصر المقاومة,7338,129.0,137.0
532,13,66,"Obfuscation, Intentional vagueness, Confusion",هل تصبح أزمة سد النهضة عنوانا لوساطة قطرية جديدة,تقرير خاص هل تصبح أزمة سد النهضة عنوانا لوساطة قطرية جديدة,7339,10.0,58.0
533,51,64,Loaded Language,فقدوا أرواحهم,قائد حماس يكشف أعداد المقاتلين الفلسطينيين الذين فقدوا أرواحهم خلال الحرب الأخيرة مع إسرائيل,7340,49.0,62.0
534,70,75,Loaded Language,الحرب,قائد حماس يكشف أعداد المقاتلين الفلسطينيين الذين فقدوا أرواحهم خلال الحرب الأخيرة مع إسرائيل,7340,68.0,73.0
535,23,32,Loaded Language,المقاتلين,قائد حماس يكشف أعداد المقاتلين الفلسطينيين الذين فقدوا أرواحهم خلال الحرب الأخيرة مع إسرائيل,7340,21.0,30.0
536,23,44,Name calling/Labeling,المقاتلين الفلسطينيين,قائد حماس يكشف أعداد المقاتلين الفلسطينيين الذين فقدوا أرواحهم خلال الحرب الأخيرة مع إسرائيل,7340,21.0,42.0
537,20,28,Name calling/Labeling,دولة عار,الشبكة السورية دولة عار تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سوريا,7341,15.0,23.0
538,16,92,Smears,دولة عار تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سوريا,الشبكة السورية دولة عار تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سوريا,7341,15.0,84.0
539,63,81,Loaded Language,الأسلحة الكيميائية,الشبكة السورية دولة عار تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سوريا,7341,56.0,74.0
540,20,28,Loaded Language,دولة عار,الشبكة السورية دولة عار تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سوريا,7341,15.0,23.0
541,39,79,Doubt,لا يعتبرون فوز بايدن في الانتخابات شرعيا,وسائل إعلام ثلثا مؤيدي الحزب الجمهوري لا يعتبرون فوز بايدن في الانتخابات شرعيا,7342,38.0,78.0
542,74,79,Loaded Language,شرعيا,وسائل إعلام ثلثا مؤيدي الحزب الجمهوري لا يعتبرون فوز بايدن في الانتخابات شرعيا,7342,73.0,78.0
543,0,4,Loaded Language,قتلى,قتلى في اصطدام سفينة صيد يابانية بسفينة روسية قبالة هوكايدو,7343,0.0,4.0
544,0,10,Loaded Language,قتلى وجرحى,قتلى وجرحى برصاص ميليشيات الأسد احتفالا ب الانتخابات,7344,0.0,10.0
545,17,25,Loaded Language,ميليشيات,قتلى وجرحى برصاص ميليشيات الأسد احتفالا ب الانتخابات,7344,17.0,25.0
546,17,31,Name calling/Labeling,ميليشيات الأسد,قتلى وجرحى برصاص ميليشيات الأسد احتفالا ب الانتخابات,7344,17.0,31.0
547,44,56,Name calling/Labeling,الانتخابات,قتلى وجرحى برصاص ميليشيات الأسد احتفالا ب الانتخابات,7344,42.0,52.0
548,0,56,Smears,قتلى وجرحى برصاص ميليشيات الأسد احتفالا ب الانتخابات,قتلى وجرحى برصاص ميليشيات الأسد احتفالا ب الانتخابات,7344,0.0,52.0
549,5,13,Loaded Language,الاعتداء,حادث الاعتداء على معلمات ب برج باجي مختار تلبية معظم المطالب المطروحة,7345,5.0,13.0
550,0,59,Glittering generalities (Virtue),وصول مساعدات طبية مغربية إلى موريتانيا بتعليمات ملكية سامية,وصول مساعدات طبية مغربية إلى موريتانيا بتعليمات ملكية سامية,7346,0.0,59.0
551,48,59,Name calling/Labeling,ملكية سامية,وصول مساعدات طبية مغربية إلى موريتانيا بتعليمات ملكية سامية,7346,48.0,59.0
552,0,0,no technique,,توقيف تجار مخدرات و حجز قرابة قنطار من الكيف المعالج,7347,0.0,0.0
553,0,62,Appeal to fear/prejudice,فيروس كورونا الإعلان عن إغلاق أول مدينة بشكل شامل بموريتانيا,فيروس كورونا الإعلان عن إغلاق أول مدينة بشكل شامل بموريتانيا,7348,0.0,60.0
554,119,144,Appeal to fear/prejudice,لتسليم مدنهم وحقن الدماء,الناطق باسم القوة الوطنية المتحركة سليم قشوط مفاوضات تجري بين أعيان مدينتي صرمان و صبراتة وقادة قوات حكومة الوفاق لتسليم مدنهم وحقن الدماء,7349,114.0,138.0
555,133,143,Loaded Language,حقن الدماء,الناطق باسم القوة الوطنية المتحركة سليم قشوط مفاوضات تجري بين أعيان مدينتي صرمان و صبراتة وقادة قوات حكومة الوفاق لتسليم مدنهم وحقن الدماء,7349,128.0,138.0
556,34,39,Loaded Language,يهاجم,شاهد الناشط القبلي أسامة بوحلاق يهاجم تنظيم المداخلة واصفا منتسبيه بالإرهابيين القتلة المطبلين للحكام متهمهم بأنهم يمتهنون الكذب ولا يمثلون الدين في شيء,7350,32.0,37.0
557,40,54,Name calling/Labeling,تنظيم المداخلة,شاهد الناشط القبلي أسامة بوحلاق يهاجم تنظيم المداخلة واصفا منتسبيه بالإرهابيين القتلة المطبلين للحكام متهمهم بأنهم يمتهنون الكذب ولا يمثلون الدين في شيء,7350,38.0,52.0
558,69,96,Name calling/Labeling,بالإرهابيين القتلة المطبلين,شاهد الناشط القبلي أسامة بوحلاق يهاجم تنظيم المداخلة واصفا منتسبيه بالإرهابيين القتلة المطبلين للحكام متهمهم بأنهم يمتهنون الكذب ولا يمثلون الدين في شيء,7350,67.0,94.0
559,69,96,Loaded Language,بالإرهابيين القتلة المطبلين,شاهد الناشط القبلي أسامة بوحلاق يهاجم تنظيم المداخلة واصفا منتسبيه بالإرهابيين القتلة المطبلين للحكام متهمهم بأنهم يمتهنون الكذب ولا يمثلون الدين في شيء,7350,67.0,94.0
560,118,131,Name calling/Labeling,يمتهنون الكذب,شاهد الناشط القبلي أسامة بوحلاق يهاجم تنظيم المداخلة واصفا منتسبيه بالإرهابيين القتلة المطبلين للحكام متهمهم بأنهم يمتهنون الكذب ولا يمثلون الدين في شيء,7350,115.0,128.0
561,40,155,Smears,تنظيم المداخلة واصفا منتسبيه بالإرهابيين القتلة المطبلين للحكام متهمهم بأنهم يمتهنون الكذب ولا يمثلون الدين في شيء,شاهد الناشط القبلي أسامة بوحلاق يهاجم تنظيم المداخلة واصفا منتسبيه بالإرهابيين القتلة المطبلين للحكام متهمهم بأنهم يمتهنون الكذب ولا يمثلون الدين في شيء,7350,38.0,152.0
562,0,0,no technique,,فئات جديدة تستفيد من التطعيم تتراوح أعمارها بين و سنة رغم أن آخر إعلان رسمي لوزارة الصحة يهم المواطنات والمواطنين الذين تفوق أعمارهم سنة المغرب كورونا كوفيد صحة فيروس لقاح كورونا,7351,0.0,0.0
563,0,6,Loaded Language,معاناة,معاناة أهالي وادي جبحة وجبل مصيدة ببلغازي مع طرقهم الوعرة,1390694076618612737,0.0,6.0
564,17,46,Doubt,فهل هذا الأمر يشكل له عائق,لم يصوت للرئيس فهل هذا الأمر يشكل له عائق شاهد الآن إجابته عبر برنامج بين السماء والأرض مع محمد العلوي,1391798469237645313,15.0,41.0
565,19,61,Doubt,ما تأثير حرب اللقاحات على الدول الفقيرة,لقاح فيروس كورونا ما تأثير حرب اللقاحات على الدول الفقيرة صحف عربية عربي,1356271233046872074,18.0,57.0
566,29,41,Loaded Language,حرب اللقاحات,لقاح فيروس كورونا ما تأثير حرب اللقاحات على الدول الفقيرة صحف عربية عربي,1356271233046872074,27.0,39.0
567,15,27,Loaded Language,حروب ونزاعات,بين سام وعمار حروب ونزاعات تنشأ حتى اليوم بسبب انكار تركيا للإبادة الأرمنية شاهد الحلقة كاملة عبر الرابط شاهد الحرة,1389489981031206912,14.0,26.0
568,60,76,Loaded Language,للإبادة الأرمنية,بين سام وعمار حروب ونزاعات تنشأ حتى اليوم بسبب انكار تركيا للإبادة الأرمنية شاهد الحلقة كاملة عبر الرابط شاهد الحرة,1389489981031206912,59.0,75.0
569,15,76,Causal Oversimplification,حروب ونزاعات تنشأ حتى اليوم بسبب انكار تركيا للإبادة الأرمنية,بين سام وعمار حروب ونزاعات تنشأ حتى اليوم بسبب انكار تركيا للإبادة الأرمنية شاهد الحلقة كاملة عبر الرابط شاهد الحرة,1389489981031206912,14.0,75.0
570,45,60,Loaded Language,انفجار هز مدينة,ريف حلب الشمالي جرح عدد من المواطنين نتيجة انفجار هز مدينة نبل اتصال هاتفي مع مراسل الإخبارية مصطفى كوسى التفاصيل على اليوتيوب عبر الرابط التالي,1256167720346886144,43.0,58.0
571,18,21,Loaded Language,جرح,ريف حلب الشمالي جرح عدد من المواطنين نتيجة انفجار هز مدينة نبل اتصال هاتفي مع مراسل الإخبارية مصطفى كوسى التفاصيل على اليوتيوب عبر الرابط التالي,1256167720346886144,16.0,19.0
572,0,0,no technique,,الوصال شاعر الوطن الشاعر سالم بن علي الكلباني في ضيافة فوانيس الوصال اليوم مع الدكتور المعتصم المعمري,1382356284566085634,0.0,0.0
573,0,0,no technique,,سبعيني نازح من مدينة البوكمال يبعث روح الجمال والفن في أخشاب ميتة,1355571257497022464,0.0,0.0
574,27,31,Loaded Language,يخنق,الغزالة زاكورة الركود يخنق التنمية والبطالة تغتال أحلام الشباب جهات البرامج التنموية بزاكورة الفقر التنموي,1393742634036785153,22.0,26.0
575,49,67,Loaded Language,تغتال أحلام الشباب,الغزالة زاكورة الركود يخنق التنمية والبطالة تغتال أحلام الشباب جهات البرامج التنموية بزاكورة الفقر التنموي,1393742634036785153,44.0,62.0
576,20,67,Appeal to fear/prejudice,الركود يخنق التنمية والبطالة تغتال أحلام الشباب,الغزالة زاكورة الركود يخنق التنمية والبطالة تغتال أحلام الشباب جهات البرامج التنموية بزاكورة الفقر التنموي,1393742634036785153,15.0,62.0
577,0,0,no technique,,لأول مرة يتمكن العلماء من تحديد كيفية العثور عليها ما هي حرائق الزومبي,1396702509637509125,0.0,0.0
578,57,81,Loaded Language,ابتهاجا ببسالة المقاومة,مسيرة عفوية في معسكر جباليا شمال قطاع غزة نصرة للقدس وابتهاجا ببسالة المقاومة,1391904140381536260,54.0,77.0
579,42,133,Flag-waving,معركتنا لبنانية ولا يمكننا إنقاذ طائفة بمعزل عن طائفة أخرى لذا علينا خلق جبهة عابرة للطوائف,سامي الجميل ل وهلق شو معركتنا لبنانية ولا يمكننا إنقاذ طائفة بمعزل عن طائفة أخرى لذا علينا خلق جبهة عابرة للطوائف عاجل,1399085476229828614,22.0,113.0
580,0,0,no technique,,الفنان فلاح هاشم امنيتي انتقال البلد لحالة الاستقرار السياسي,1347045621564366848,0.0,0.0
581,19,31,Loaded Language,انتشال ضحايا,مراسلة فرانس انتشال ضحايا من عائلة كاملة قصف منزلها في شمال غزة ونزوح كبير,1393098908218269697,13.0,25.0
582,47,51,Loaded Language,قصف,مراسلة فرانس انتشال ضحايا من عائلة كاملة قصف منزلها في شمال غزة ونزوح كبير,1393098908218269697,41.0,44.0
583,73,82,Loaded Language,نزوح كبير,مراسلة فرانس انتشال ضحايا من عائلة كاملة قصف منزلها في شمال غزة ونزوح كبير,1393098908218269697,65.0,74.0
584,19,82,Appeal to fear/prejudice,انتشال ضحايا من عائلة كاملة قصف منزلها في شمال غزة ونزوح كبير,مراسلة فرانس انتشال ضحايا من عائلة كاملة قصف منزلها في شمال غزة ونزوح كبير,1393098908218269697,13.0,74.0
585,49,84,Loaded Language,قتيل وانهيار آلاف المنازل والمنشآت,فيضان النيل يحاصر القصر الجمهوري ومنزل حمدوك قتيل وانهيار آلاف المنازل والمنشآت السودان فيضان السودان,1302880505399046144,45.0,79.0
586,23,77,Exaggeration/Minimisation,عزيمة رجال الحرس الملكي وإصرارهم سيوصلهم إلى قمة إفرست,سمو الشيخ ناصر بن حمد عزيمة رجال الحرس الملكي وإصرارهم سيوصلهم إلى قمة إفرست,1371106916487823368,22.0,76.0
587,0,0,no technique,,عين اليمن بالصور قبائل قيفة تكبد مليشيا الحوثي خسائر كبيرة في اعنف هجوم لمحاولة اجتياح يكلا اقرأ المزيد,1292735223306870790,0.0,0.0
588,0,0,no technique,,نائب رئيس حركة حماس صالح العاروري الاعتداء على المسجد الأقصى سيحرق رؤوس المحتلين القدس الشيخ جراح,1391484406536228867,0.0,0.0
589,0,0,no technique,,حزب الله العراقي يعتبر اعتقال القيادي في الحشد قاسم مصلح استفزازا العراق العربية,1397932138977185795,0.0,0.0
590,0,0,no technique,,التحالف تدمير مسيرة مفخخة أطلقتها ميليشيا الحوثي باتجاه المنطقة الجنوبية,1398252447785697280,0.0,0.0
591,0,0,no technique,,عين العرب قطع للشوارع في المكلا الان مع استمرار احتشاد المواطنين الغاضبين من تردي الخدمات في المحافظة,1156656273749946368,0.0,0.0
592,0,0,no technique,,معاناة من نوع آخر سببها الأساسي هو التعافي من كورونا تعرف على معاناة الصناعيين في العالم من نقص وارتفاع أسعار المواد الأولية الأسواق العربية,1394631362909462539,0.0,0.0
593,0,118,Glittering generalities (Virtue),حملت أصواتهم غيث القلوب وصدحوا بآيات تعطر النفوس ثم انقطعت أيامهم ولم تنقطع أصواتهم جود الراحلين لنا ولهم,حملت أصواتهم غيث القلوب وصدحوا بآيات تعطر النفوس ثم انقطعت أيامهم ولم تنقطع أصواتهم جود الراحلين لنا ولهم,1389698102886469635,0.0,105.0
594,26,31,Loaded Language,الشغف,الخبرسبورت مورينيو هذا الشغف وراء تدريبي لروما,1389671453478604813,23.0,28.0
