,full_text,start,end,technique,text,id,start_new,end_new,augmented_text,augmented_full_text
212,طائرات الاحتلال الاسرائيلي تستهدف برجا سكنيا غربي مدينة غزة,7,26,Name calling/Labeling,الاحتلال الاسرائيلي,1392164644496752645,7.0,26.0,الاحتلال الاسرائيلي,طائرات الاحتلال الاسرائيلي تستهدف برجا سكنيا غربي مدينة غزة
215,بي بي سي ترندينغ سرقة أكبر أرنب في العالم وصاحبته البريطانية تعرض مكافأة مجزية لمن يجده,18,23,Name calling/Labeling,سرقة,1382373080652156931,17.0,21.0,سرقة,بي بي سي ترندينغ سرقة أكبر أرنب في العالم وصاحبته البريطانية تعرض مكافأة مجزية لمن يجده
217,عاجل قصف صهيوني يستهدف منزلا في البريج وسط قطاع غزة,10,20,Name calling/Labeling,قصف صهيوني,1393367006540443648,5.0,15.0,قصف صهيوني,عاجل قصف صهيوني يستهدف منزلا في البريج وسط قطاع غزة
218,الأخطر في العالم الكشف عن سلالة جديدة لكورونا,0,49,Name calling/Labeling,الأخطر في العالم الكشف عن سلالة جديدة لكورونا,1376186351993896964,0.0,45.0,الأخطر في الخلْق الكشف عن سلالة جديدة لكورونا,الأخطر في الخلْق الكشف عن سلالة جديدة لكورونا
222,عاجل سامح شكري لمجلس الأمن شهدنا استفزازات إسرائيلية غير مسبوقة في القدس,37,56,Name calling/Labeling,استفزازات إسرائيلية,1393948802860658688,33.0,52.0,استفزازات إسرائيلية,عاجل سامح شكري لمجلس الأمن شهدنا استفزازات إسرائيلية غير مسبوقة في القدس
223,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة,50,66,Name calling/Labeling,بسيارتها الفارهة,1367143382750003203,50.0,66.0,بسيارتها الفارهة,شاهد شابة سعودية تقع في كارثة وتدهس جمعا من الناس بسيارتها الفارهة
225,برلماني روسي يشيد بدور سيدة الجحيم في الحرب وينتقد فتح تحقيق بريطاني بجرائمها,24,35,Name calling/Labeling,سيدة الجحيم,7282,23.0,34.0,سيدة الجحيم,برلماني روسي يشيد بدور سيدة الجحيم في الحرب وينتقد فتح تحقيق بريطاني بجرائمها
226,الناطق باسم كتائب القسام للصهاينة احشدوا ما شئتم فقد أعددنا لكم أصنافا من الموت ستجعلكم تلعنون أنفسكم,25,34,Name calling/Labeling,للصهاينة,1392790941770133507,25.0,33.0,للصهاينة,الناطق باسم كتائب القسام للصهاينة احشدوا ما شئتم فقد أعددنا لكم أصنافا من الموت ستجعلكم تلعنون أنفسكم
228,حوار طلال أبو غزالة لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال,63,71,Name calling/Labeling,الاحتلال,1394931982958661634,59.0,67.0,الاحتلال,حوار طلال أبو غزالة لا يوجد أي حل آخر في فلسطين إلا بنهاية الاحتلال
229,من موقع الجريمة النظام ينفي استخدام الكيماوي ب فيلم مثير وينفي ضغط مخابراته,19,25,Name calling/Labeling,النظام,1387104642044252160,16.0,22.0,النظام,من موقع الجريمة النظام ينفي استخدام الكيماوي ب فيلم مثير وينفي ضغط مخابراته
235,كلها فلسطين تظاهرة ضخمة بالدوحة نصرة للقدس وغزة وتنديدا بعدوان الاحتلال غزة تحت القصف,70,78,Name calling/Labeling,الاحتلال,1393666061996904452,63.0,71.0,الاحتلال,كلها فلسطين تظاهرة ضخمة بالدوحة نصرة للقدس وغزة وتنديدا بعدوان الاحتلال غزة تحت القصف
236,التحام من النهر إلى البحر جميع مقاهي جادة الكرمل في مدينة حيفا المحتلة تغلق أبوابها في يوم إضراب فلسطين رشاد العمري,60,79,Name calling/Labeling,مدينة حيفا المحتلة,1394538137527980033,52.0,70.0,مدينة حيفا المحتلة,التحام من النهر إلى البحر جميع مقاهي جادة الكرمل في مدينة حيفا المحتلة تغلق أبوابها في يوم إضراب فلسطين رشاد العمري
246,شباب فلسطيني يمطرون قوات الاحتلال بالألعاب النارية في اشتباكات عند مخيم شعفاط,20,33,Name calling/Labeling,قوات الاحتلال,1394925798541471745,20.0,33.0,قوات الاحتلال,شباب فلسطيني يمطرون قوات الاحتلال بالألعاب النارية في اشتباكات عند مخيم شعفاط
249,في مشهد مدهش عاصفة قوية تضرب الجزائر شاهد سكاي,21,25,Name calling/Labeling,قوية,7083,19.0,23.0,قوية,في مشهد مدهش عاصفة قوية تضرب الجزائر شاهد سكاي
250,نتنياهو يتوعد الفصائل الفلسطينية بأن تدفع ثمنا باهظا وحماس مستعدة للتصعيد الإسرائيلي,71,89,Name calling/Labeling,للتصعيد الإسرائيلي,7277,66.0,84.0,للتصعيد الإسرائيلي,نتنياهو يتوعد الفصائل الفلسطينية بأن تدفع ثمنا باهظا وحماس مستعدة للتصعيد الإسرائيلي
253,ولد السالك مغالطات وزير خارجية المغرب ومواصلة بلده للاحتلال ستؤدي بالمملكة للهاوية,13,39,Name calling/Labeling,مغالطات وزير خارجية المغرب,1358747565106360320,11.0,37.0,مغالطات وزير خارجية مغرب,ولد السالك مغالطات وزير خارجية مغرب ومواصلة بلده للاحتلال ستؤدي بالمملكة للهاوية
257,رؤساء البرلمانات العربية يطالبون بتدخل دولي عاجل لوضع حد نهائي لممارسات إسرائيل الإجرامية غير الإنسانية,63,105,Name calling/Labeling,لممارسات إسرائيل الإجرامية غير الإنسانية,1392575259711266821,63.0,103.0,لممارسات إسرائيل الإجرامية غير الإنسانية,رؤساء البرلمانات العربية يطالبون بتدخل دولي عاجل لوضع حد نهائي لممارسات إسرائيل الإجرامية غير الإنسانية
258,نواة في دقيقة الشاهد والنهضة رجل التوافق ينهي تحالف الشيخين,31,42,Name calling/Labeling,رجل التوافق,1052186410705399808,29.0,40.0,رجل التوافق,نواة في دقيقة الشاهد والنهضة رجل التوافق ينهي تحالف الشيخين
259,الحرمان من التأمين وحق العلاج هكذا تعاقب سلطات الاحتلال الإسرائيلي نشطاء القدس وعائلاتهم,49,68,Name calling/Labeling,الاحتلال الإسرائيلي,7304,47.0,66.0,الاحتلال الإسرائيلي,الحرمان من التأمين وحق العلاج هكذا تعاقب سلطات الاحتلال الإسرائيلي نشطاء القدس وعائلاتهم
260,اصابات باقتحام الاحتلال لمخيم عايدة في بيت لحم واعتقال فلسطينيا بالضفة صحيفة الرأي الأردن,15,23,Name calling/Labeling,الاحتلال,1400362027219095552,15.0,23.0,الاحتلال,اصابات باقتحام الاحتلال لمخيم عايدة في بيت لحم واعتقال فلسطينيا بالضفة صحيفة الرأي الأردن
261,قتلى وجرحى برصاص ميليشيات الأسد احتفالا ب الانتخابات,44,56,Name calling/Labeling,الانتخابات,7344,42.0,52.0,الانتخابات,قتلى وجرحى برصاص ميليشيات الأسد احتفالا ب الانتخابات
263,وسائل إعلام إسرائيلية إصابة إسرائيلي بجراح خطيرة وآخر بجراح متوسطة جراء عملية طعن في القدس,38,49,Name calling/Labeling,بجراح خطيرة,7111,37.0,48.0,بجراح خطيرة,وسائل إعلام إسرائيلية إصابة إسرائيلي بجراح خطيرة وآخر بجراح متوسطة جراء عملية طعن في القدس
264,من امام القصر الجمهوري وقفة رمزية لاحياء ذكري شهداء فض الاعتصام السودان,46,51,Name calling/Labeling,شهداء,1268622101126275074,46.0,51.0,شهداء,من امام القصر الجمهوري وقفة رمزية لاحياء ذكري شهداء فض الاعتصام السودان
271,طيران الاحتلال يقصف شاحنة متوقفة غرب مخيم النصيرات وسط قطاع غزة قبل قليل فلسطين,6,14,Name calling/Labeling,الاحتلال,1395092137549705216,6.0,14.0,الاحتلال,طيران الاحتلال يقصف شاحنة متوقفة غرب مخيم النصيرات وسط قطاع غزة قبل قليل فلسطين
273,وزير خارجية النرويج السابق للجزيرة اتهامات إسرائيل للمحكمة الجنائية الدولية بمعاداة السامية مقلقة بشكل بالغ,77,92,Name calling/Labeling,بمعاداة السامية,1399878431119003653,76.0,91.0,بمعاداة السامية,وزير خارجية النرويج السابق للجزيرة اتهامات إسرائيل للمحكمة الجنائية الدولية بمعاداة السامية مقلقة بشكل بالغ
291,شاهد الناشط القبلي أسامة بوحلاق يهاجم تنظيم المداخلة واصفا منتسبيه بالإرهابيين القتلة المطبلين للحكام متهمهم بأنهم يمتهنون الكذب ولا يمثلون الدين في شيء,69,96,Name calling/Labeling,بالإرهابيين القتلة المطبلين,7350,67.0,94.0,بالإرهابيين القتلة المطبلين,شاهد الناشط القبلي أسامة بوحلاق يهاجم تنظيم المداخلة واصفا منتسبيه بالإرهابيين القتلة المطبلين للحكام متهمهم بأنهم يمتهنون الكذب ولا يمثلون الدين في شيء
294,تصل لنصف مليون ليرة النظام يرفع ضريبة تشغيل الهواتف وموالون غاضبون أفسدت فرحتنا,59,72,Name calling/Labeling,موالون غاضبون,7067,53.0,66.0,موالون غاضبون,تصل لنصف مليون ليرة النظام يرفع ضريبة تشغيل الهواتف وموالون غاضبون أفسدت فرحتنا
301,بي بي سي ترندينغ قضية إسراء عماد طعنات زوجها حولتها لرمز لضحايا زواج القاصرات والعنف الأسري في مصر,82,94,Name calling/Labeling,العنف الأسري,1377669587722924033,79.0,91.0,العنف الأسري,بي بي سي ترندينغ قضية إسراء عماد طعنات زوجها حولتها لرمز لضحايا زواج القاصرات والعنف الأسري في مصر
307,التلفزيون السعودي عن متحدث باسم التحالف ادعاء مليشيا الحوثي تنفيذ عملية على حدود جازان فبركة إعلامية السعودية اليمن,48,62,Name calling/Labeling,مليشيا الحوثي,7332,46.0,59.0,مليشيا الحوثي,التلفزيون السعودي عن متحدث باسم التحالف ادعاء مليشيا الحوثي تنفيذ عملية على حدود جازان فبركة إعلامية السعودية اليمن
311,رئيس الوزراء الفرنسي يزور تونس لبحث ملفات الشراكة الاقتصادية و الأزمة الصحية تونس فرنسا,43,61,Name calling/Labeling,الشراكة الاقتصادية,1400359930889183235,42.0,60.0,الشراكة الاقتصادية,رئيس الوزراء الفرنسي يزور تونس لبحث ملفات الشراكة الاقتصادية و الأزمة الصحية تونس فرنسا
318,وزير نفط النظام من النفط السوري تحت النفوذ الأمريكي ووعوده بوصول التوريدات تتلاشى,9,15,Name calling/Labeling,النظام,1372926441474691073,9.0,15.0,النظام,وزير نفط النظام من النفط السوري تحت النفوذ الأمريكي ووعوده بوصول التوريدات تتلاشى
321,العدل أداة الملك ونجم أداة العهد في الثلث المعطل التفاصيل في النشرة المسائية,0,20,Name calling/Labeling,العدل أداة الملك,1397224339540426752,0.0,16.0,العدل آلَة الملك,العدل آلَة الملك ونجم أداة العهد في الثلث المعطل التفاصيل في النشرة المسائية
333,عماد بلحاج خليفة الأمين العام للاتحاد الوطني لنقابات قوات الأمن الداخلي لازم المجتمع المدني يساند النفس الإصلاحي الي تعيشو المؤسسة الأمنية,100,114,Name calling/Labeling,النفس الإصلاحي,1313822331253514240,98.0,112.0,النفس الإصلاحي,عماد بلحاج خليفة الأمين العام للاتحاد الوطني لنقابات قوات الأمن الداخلي لازم المجتمع المدني يساند النفس الإصلاحي الي تعيشو المؤسسة الأمنية
345,عاجل الشرطة الإسرائيلية تطلق النار على فلسطيني في مدينة القدس المحتلة بزعم محاولته تنفيذ عملية طعن,61,74,Name calling/Labeling,القدس المحتلة,7112,56.0,69.0,القدس المحتلة,عاجل الشرطة الإسرائيلية تطلق النار على فلسطيني في مدينة القدس المحتلة بزعم محاولته تنفيذ عملية طعن
347,وزير الخارجية الكويتي يجب التعاطي بحزم مع الاحتلال الإسرائيلي ومحاسبته على ممارساته,47,66,Name calling/Labeling,الاحتلال الإسرائيلي,1397885446856884229,42.0,61.0,الاحتلال الإسرائيلي,وزير الخارجية الكويتي يجب التعاطي بحزم مع الاحتلال الإسرائيلي ومحاسبته على ممارساته
380,الواقع يكذب أفيخاي المدنيون هم الأهداف الحقيقية لجيش الاحتلال الإسرائيلي في غزة,52,77,Name calling/Labeling,لجيش الاحتلال الإسرائيلي,1393023260829241344,48.0,72.0,لجيش الاحتلال الإسرائيلي,الواقع يكذب أفيخاي المدنيون هم الأهداف الحقيقية لجيش الاحتلال الإسرائيلي في غزة
382,قتل وأصيب مدنيا بينهم طفلا وامرأة بنيران ميليشيا الحوثي المدعومة إيرانيا في أقل من شهرين في مناطق الساحل الغربي اليمني العربية,52,67,Name calling/Labeling,ميليشيا الحوثي,7056,41.0,55.0,ميليشيا الحوثي,قتل وأصيب مدنيا بينهم طفلا وامرأة بنيران ميليشيا الحوثي المدعومة إيرانيا في أقل من شهرين في مناطق الساحل الغربي اليمني العربية
408,شهود العيان الحقيقيين خرجوا لتوديع أبناء بلدتهم الآلاف من أهالي كرداسة يؤدون صلاة الجنازة على ضحايا الإعدامات رغم تشويه الاختيار,0,21,Name calling/Labeling,شهود العيان الحقيقيين,1389036991669432321,0.0,21.0,شهود العيان الحقيقيين,شهود العيان الحقيقيين خرجوا لتوديع أبناء بلدتهم الآلاف من أهالي كرداسة يؤدون صلاة الجنازة على ضحايا الإعدامات رغم تشويه الاختيار
409,باكستان حدث خطير في فلسطين يتطلب إرسال قوات,9,17,Name calling/Labeling,حدث خطير,7331,8.0,16.0,غُلام خطير,باكستان غُلام خطير في فلسطين يتطلب إرسال قوات
413,معركة إسرائيل عبر الإنترنت تتراجع كيف نجح الفلسطينيون في نشر روايتهم وتفنيد مزاعم الاحتلال,79,93,Name calling/Labeling,مزاعم الاحتلال,7088,76.0,90.0,مزاعم الاحتلال,معركة إسرائيل عبر الإنترنت تتراجع كيف نجح الفلسطينيون في نشر روايتهم وتفنيد مزاعم الاحتلال
417,الشرطة الفلسطينية تمنع متظاهرين من الوصول لمقر المقاطعة احتجاجا على زيارة وزير الخارجية الألماني ومواقفه المنحازة للاحتلال غزة تحت القصف,115,123,Name calling/Labeling,للاحتلال,1395412118502055938,114.0,122.0,للاحتلال,الشرطة الفلسطينية تمنع متظاهرين من الوصول لمقر المقاطعة احتجاجا على زيارة وزير الخارجية الألماني ومواقفه المنحازة للاحتلال غزة تحت القصف
421,ال س نوار الرشقات والطائرة التي أرسلت خلال المعركة كانت بتنسيق كامل بين الم قاومة في لبنان وغزة,78,89,Name calling/Labeling,الم قاومة,1397577645378969600,72.0,81.0,الم قاومة,ال س نوار الرشقات والطائرة التي أرسلت خلال المعركة كانت بتنسيق كامل بين الم قاومة في لبنان وغزة
424,النخالة المقاومة وضعت إسرائيل في مأزق تاريخي لم يسبق له مثيل فلسطين,44,71,Name calling/Labeling,مأزق تاريخي لم يسبق له مثيل,1395101615699468295,33.0,60.0,مأزق تاريخي لم يسبق له مثيل,النخالة المقاومة وضعت إسرائيل في مأزق تاريخي لم يسبق له مثيل فلسطين
435,منسقة الأمم المتحدة للشؤون الإنسانية في الأراضي الفلسطينية وقف إطلاق النار لا يزال هشا,61,89,Name calling/Labeling,وقف إطلاق النار لا يزال هشا,7302,59.0,86.0,وقف إطلاق النار كلّا يزال هشا,منسقة الأمم المتحدة للشؤون الإنسانية في الأراضي الفلسطينية وقف إطلاق النار كلّا يزال هشا
436,تسع سنوات على مجزرة الحولة والمجرم يعيد انتخاب نفسه بتواطئ دولي,30,36,Name calling/Labeling,المجرم,7326,28.0,34.0,المجرم,تسع سنوات على مجزرة الحولة والمجرم يعيد انتخاب نفسه بتواطئ دولي
437,باكستان حدث خطير في فلسطين يتطلب إرسال قوات,9,17,Name calling/Labeling,حدث خطير,7331,8.0,16.0,حادِثة خطير,باكستان حادِثة خطير في فلسطين يتطلب إرسال قوات
445,الشبكة السورية دولة عار تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سوريا,20,28,Name calling/Labeling,دولة عار,7341,15.0,23.0,دولة عار,الشبكة السورية دولة عار تقودها روسيا صوتت ضد قرارات حظر الأسلحة الكيميائية حول سوريا
475,منسقة الأمم المتحدة للشؤون الإنسانية في الأراضي الفلسطينية وقف إطلاق النار لا يزال هشا,61,89,Name calling/Labeling,وقف إطلاق النار لا يزال هشا,7302,59.0,86.0,وقف إطلاق النار لا يزال هشا,منسقة الأمم المتحدة للشؤون الإنسانية في الأراضي الفلسطينية وقف إطلاق النار لا يزال هشا
492,ماذا يحدث في إيران حرائق وانفجارات وقتلى في ظروف غامضة,45,55,Name calling/Labeling,ظروف غامضة,1400323810042187779,44.0,54.0,ظروف غامضة,ماذا يحدث في إيران حرائق وانفجارات وقتلى في ظروف غامضة
505,العدل أداة الملك ونجم أداة العهد في الثلث المعطل التفاصيل في النشرة المسائية,0,20,Name calling/Labeling,العدل أداة الملك,1397224339540426752,0.0,16.0,العدل سبب الملك,العدل سبب الملك ونجم أداة العهد في الثلث المعطل التفاصيل في النشرة المسائية
533,تلوث كبرى البحيرات الصناعية في لبنان يدق ناقوس الخطر وينذر بكارثة بيئية,45,56,Name calling/Labeling,ناقوس الخطر,7107,41.0,52.0,ناقوس الخطر,تلوث كبرى البحيرات الصناعية في لبنان يدق ناقوس الخطر وينذر بكارثة بيئية
555,ولد السالك مغالطات وزير خارجية المغرب ومواصلة بلده للاحتلال ستؤدي بالمملكة للهاوية,13,39,Name calling/Labeling,مغالطات وزير خارجية المغرب,1358747565106360320,11.0,37.0,مغالطات وزير خارجية آل,ولد السالك مغالطات وزير خارجية آل ومواصلة بلده للاحتلال ستؤدي بالمملكة للهاوية
566,الكاتب الصحفي أشرف العشري جهد مصري سعودي أردني تمكن من إقرار هدنة في قطاع غزة وزيارة بلينكن للمنطقة محاولة لإقناع إسرائيل والفلسطينيين بالعودة للمفاوضات العربية,27,47,Name calling/Labeling,جهد مصري سعودي أردني,7053,26.0,46.0,جهد مصري السعودية أردني,الكاتب الصحفي أشرف العشري جهد مصري السعودية أردني تمكن من إقرار هدنة في قطاع غزة وزيارة بلينكن للمنطقة محاولة لإقناع إسرائيل والفلسطينيين بالعودة للمفاوضات العربية
569,إضراب فلسطين موحدون في الاشتباك مع الاحتلال في كل مكان,41,49,Name calling/Labeling,الاحتلال,1394531127747039237,35.0,43.0,الاحتلال,إضراب فلسطين موحدون في الاشتباك مع الاحتلال في كل مكان
584,صور هذا هو بنك أهداف الاحتلال الذي صفقه في شمال القطاع ليلة أمس غزة تحت القصف,25,33,Name calling/Labeling,الاحتلال,1393076747550216199,21.0,29.0,الاحتلال,صور هذا هو بنك أهداف الاحتلال الذي صفقه في شمال القطاع ليلة أمس غزة تحت القصف
611,الوفاء للمقاومة تشكيل الحكومة هو المدخل الحصري لخطة الحل والإنقاذ,7,15,Name calling/Labeling,للمقاومة,1395429278708273152,7.0,15.0,للمقاومة,الوفاء للمقاومة تشكيل الحكومة هو المدخل الحصري لخطة الحل والإنقاذ
618,القراءات النسوية للنص القرآني سؤال اللغة,0,16,Name calling/Labeling,القراءات النسوية,1207717979250724865,0.0,16.0,القراءات النسوية,القراءات النسوية للنص القرآني سؤال اللغة
631,رئيس حركة حماس في غزة يحيى السنوار يقول إن التهدئة التي تم إبرامها مؤخرا مع الاحتلال الإسرائيلي هشة ولم تتضمن حل جذور المشكلة,82,101,Name calling/Labeling,الاحتلال الإسرائيلي,7292,76.0,95.0,الاحتلال الإسرائيلي,رئيس حركة حماس في غزة يحيى السنوار يقول إن التهدئة التي تم إبرامها مؤخرا مع الاحتلال الإسرائيلي هشة ولم تتضمن حل جذور المشكلة
647,الأخطر في العالم الكشف عن سلالة جديدة لكورونا,0,49,Name calling/Labeling,الأخطر في العالم الكشف عن سلالة جديدة لكورونا,1376186351993896964,0.0,45.0,الأخطر في الكوْن الكشف عن سلالة جديدة لكورونا,الأخطر في الكوْن الكشف عن سلالة جديدة لكورونا
667,الأخطر في العالم الكشف عن سلالة جديدة لكورونا,0,49,Name calling/Labeling,الأخطر في العالم الكشف عن سلالة جديدة لكورونا,1376186351993896964,0.0,45.0,الأخطر في النّاس الكشف عن سلالة جديدة لكورونا,الأخطر في النّاس الكشف عن سلالة جديدة لكورونا
683,أول رد من المقاتل حبيب على تحدي الرئيس الشيشاني,10,17,Name calling/Labeling,المقاتل,1398946291716177922,10.0,17.0,المقاتل,أول رد من المقاتل حبيب على تحدي الرئيس الشيشاني
693,باكستان حدث خطير في فلسطين يتطلب إرسال قوات,9,17,Name calling/Labeling,حدث خطير,7331,8.0,16.0,وَاقِعَة خطير,باكستان وَاقِعَة خطير في فلسطين يتطلب إرسال قوات
694,بلينكن الأمر الأكثر إلحاحا هو تأمين المساعدات الإنسانية لغزة ثم إعادة الإعمار والبناء هناك الخليج أونلاين,8,27,Name calling/Labeling,الأمر الأكثر إلحاحا,7276,7.0,26.0,الأمر الأكثر إلحاحا,بلينكن الأمر الأكثر إلحاحا هو تأمين المساعدات الإنسانية لغزة ثم إعادة الإعمار والبناء هناك الخليج أونلاين
0,عاجل الاحتلال الإسرائيلي يزعم اغتيال قيادي بارز في كتائب القسام رؤيا الاخباري فلسطين غزه تقاوم غزة تنتصر للقدس,89,99,Slogans,غزه تقاوم,1392169192930091013,85.0,94.0,غزه تقاوم,عاجل الاحتلال الإسرائيلي يزعم اغتيال قيادي بارز في كتائب القسام رؤيا الاخباري فلسطين غزه تقاوم غزة تنتصر للقدس
1,الم قاومة تخلد ذكرى الش هداء بصواريخ وأسلحة نوعية خلال معركة سيف القدس إليكم القصة فلسطين تنتصر,101,114,Slogans,فلسطين تنتصر,1396531706098851843,83.0,95.0,فلسطين تنتصر,الم قاومة تخلد ذكرى الش هداء بصواريخ وأسلحة نوعية خلال معركة سيف القدس إليكم القصة فلسطين تنتصر
2,صور هذا هو بنك أهداف الاحتلال الذي صفقه في شمال القطاع ليلة أمس غزة تحت القصف,137,158,Slogans,,1393076747550216199,0.0,0.0,,صور هذا هو بنك أهداف الاحتلال الذي صفقه في شمال القطاع ليلة أمس غزة تحت القصف
3,خطب اليوم رئيس حماس من الدوحة ووزعت قطر اليوم مال على أسر غزة لمساعدتهم على مواجهة حصار إسرائيل وكذلك الجزيرة عكس إعلام الأخرين نقلت للعالم مأساة فلسطين تحية لشعب قطر وأمير قطر وأتمنى أن تعود السعودية و مصر و المغرب لقطار مساندة فلسطين فلسطين تنتصر,274,286,Slogans,فلسطين تنتصر,7045,236.0,248.0,فلسطين تنتصر,خطب اليوم رئيس حماس من الدوحة ووزعت قطر اليوم مال على أسر غزة لمساعدتهم على مواجهة حصار إسرائيل وكذلك الجزيرة عكس إعلام الأخرين نقلت للعالم مأساة فلسطين تحية لشعب قطر وأمير قطر وأتمنى أن تعود السعودية و مصر و المغرب لقطار مساندة فلسطين فلسطين تنتصر
4,عاجل الجزيرة خبراء الأمم المتحدة نرحب بإعلان وقف اطلاق النار ونطالب بتحقيق للمحكمة الجنائية في الهجمات على المدنيين غزة تنتصر,119,129,Slogans,غزة تنتصر,1395772541751463936,116.0,125.0,غزة تنتصر,عاجل الجزيرة خبراء الأمم المتحدة نرحب بإعلان وقف اطلاق النار ونطالب بتحقيق للمحكمة الجنائية في الهجمات على المدنيين غزة تنتصر
5,صور أجواء احتفالية في القدس بعد دخول اتفاق وقف إطلاق النار حيز التنفيذ بين المقاومة الفلسطينية وإسرائيل غزة تنتصر,106,116,Slogans,غزة تنتصر,1395546665533296642,104.0,113.0,غزة تنتصر,صور أجواء احتفالية في القدس بعد دخول اتفاق وقف إطلاق النار حيز التنفيذ بين المقاومة الفلسطينية وإسرائيل غزة تنتصر
7,خطيب المسجد الأقصى عكرمة صبري معركة سيف القدس بدأت من أجل القدس وتؤكد أن الاحتلال إلى زوال و غزة تركت وحدها لكن الله انتصر لها,75,92,Slogans,الاحتلال إلى زوال,7325,73.0,90.0,الاحتلال إلى زوال,خطيب المسجد الأقصى عكرمة صبري معركة سيف القدس بدأت من أجل القدس وتؤكد أن الاحتلال إلى زوال و غزة تركت وحدها لكن الله انتصر لها
8,عيد المقاومه والتحرير وتزامنه مع انتصار المقاومة في غزة كيف تبدو المعادلات الإقليمية والمتغيرات الدولية بين الانتصارين أي رسائل يحملها الميدان وأي قواعد اشتباك تتشكل بالحبر الجديد يأتيكم يوميا الساعة بتوقيت القدس الشريف على شاشة الميادين,1,22,Slogans,عيد المقاومه والتحرير,7086,0.0,21.0,عيد المقاومه والتحرير,عيد المقاومه والتحرير وتزامنه مع انتصار المقاومة في غزة كيف تبدو المعادلات الإقليمية والمتغيرات الدولية بين الانتصارين أي رسائل يحملها الميدان وأي قواعد اشتباك تتشكل بالحبر الجديد يأتيكم يوميا الساعة بتوقيت القدس الشريف على شاشة الميادين
9,وصول عدد من الأطفال المصابين إلى مشفى أبو يوسف النجار بعد قصف منزل في حي جنينة برفح تصوير أنس الغول غزة تحت القصف,102,118,Slogans,,1392898447204888579,0.0,0.0,,وصول عدد من الأطفال المصابين إلى مشفى أبو يوسف النجار بعد قصف منزل في حي جنينة برفح تصوير أنس الغول غزة تحت القصف
10,انطلاق أسبوع المرور العربي تحت شعار الحوادث ليست بمصير بل إهمال وتقصير,38,72,Slogans,الحوادث ليست بمصير بل إهمال وتقصير,1389360446440972289,36.0,70.0,الحوادث ليست بمصير بلوتِنيُوم إهمال وتقصير,انطلاق أسبوع المرور العربي تحت شعار الحوادث ليست بمصير بلوتِنيُوم إهمال وتقصير
12,كيت هارينغتون وزوجته روز ليزلي أبطال مسلسل ينشرون صورة لهما مع لوحة تحمل عبارة تجرأنا على الحلم ولن نندم على الكرامة وذلك في ذكرى الثورة السورية العاشرة,100,137,Slogans,تجرأنا على الحلم ولن نندم على الكرامة,7301,79.0,116.0,تجرأنا على الحلم ولن نندم على الكرامة,كيت هارينغتون وزوجته روز ليزلي أبطال مسلسل ينشرون صورة لهما مع لوحة تحمل عبارة تجرأنا على الحلم ولن نندم على الكرامة وذلك في ذكرى الثورة السورية العاشرة
14,نعم نحن كالبنيان المرصوص ولو كره الكارهون رابط التبرعات في الكويت لأهلنا في السودان من قلبي سلام للخرطوم,6,26,Slogans,نحن كالبنيان المرصوص,1302626047788285952,4.0,24.0,نحن كالبنيان المرصوص,نعم نحن كالبنيان المرصوص ولو كره الكارهون رابط التبرعات في الكويت لأهلنا في السودان من قلبي سلام للخرطوم
15,كلها فلسطين تظاهرة ضخمة بالدوحة نصرة للقدس وغزة وتنديدا بعدوان الاحتلال غزة تحت القصف,97,111,Slogans,غزة تحت القصف,1393666061996904452,72.0,85.0,غزة تحت القصف,كلها فلسطين تظاهرة ضخمة بالدوحة نصرة للقدس وغزة وتنديدا بعدوان الاحتلال غزة تحت القصف
16,الشرطة الفلسطينية تمنع متظاهرين من الوصول لمقر المقاطعة احتجاجا على زيارة وزير الخارجية الألماني ومواقفه المنحازة للاحتلال غزة تحت القصف,142,156,Slogans,غزة تحت القصف,1395412118502055938,123.0,136.0,غزة تحت القصف,الشرطة الفلسطينية تمنع متظاهرين من الوصول لمقر المقاطعة احتجاجا على زيارة وزير الخارجية الألماني ومواقفه المنحازة للاحتلال غزة تحت القصف
17,انتخبوا من دمرها لاشرعية للاسد وانتخاباته,18,44,Slogans,لاشرعية للاسد وانتخاباته,7069,17.0,41.0,لاشرعية للاسد وانتخاباته,انتخبوا من دمرها لاشرعية للاسد وانتخاباته
19,إدفنوا شهداءكم إنهضوا وتيقظوا كتب محمد خروب,0,37,Slogans,إدفنوا شهداءكم إنهضوا وتيقظوا,1396224622836785155,0.0,29.0,إدفنوا شهداءكم إنهضوا وتيقظوا,إدفنوا شهداءكم إنهضوا وتيقظوا كتب محمد خروب
20,شام الأحرار في مدينة ادلب يتظاهرون تأكيدا على عدم شرعية الأسد وانتخاباته لاشرعية للاسد وانتخاباته,78,103,Slogans,لاشرعية للاسد وانتخاباته,7072,73.0,97.0,لاشرعية للاسد وانتخاباته,شام الأحرار في مدينة ادلب يتظاهرون تأكيدا على عدم شرعية الأسد وانتخاباته لاشرعية للاسد وانتخاباته
